s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 2.0000544E+001, 3.2215677E+001,-1.0459459E+001,-1.7874051E+001,-5.5086816E+000, 2.0994081E-001, 0.0000000E+000, 0.0000000E+000,-1.2645321E+000,-1.4165747E+000, 0.0000000E+000, 3.1173529E-005, 6.4246408E-004, 0.0000000E+000, 8.8201819E-005, 0.0000000E+000
 2.1000139E+001, 3.5396575E+001,-1.1366248E+001,-1.1521807E+001,-5.8828349E+000, 2.2943233E-001, 0.0000000E+000, 0.0000000E+000, 7.0062774E+000, 6.8551172E+000, 0.0000000E+000, 3.8469642E-005, 6.6991510E-004, 0.0000000E+000, 1.0725283E-004, 0.0000000E+000
 2.2000223E+001, 3.7518566E+001,-1.2031131E+001,-2.0118294E+001,-6.3439810E+000, 2.6240242E-001, 0.0000000E+000, 0.0000000E+000,-5.2407737E-001,-7.1243720E-001, 0.0000000E+000, 4.8256230E-005, 6.9187675E-004, 0.0000000E+000, 1.3419562E-004, 0.0000000E+000
 2.3000475E+001, 4.0207636E+001,-1.2857358E+001,-1.6667004E+001,-6.8839576E+000, 2.8879351E-001, 0.0000000E+000, 0.0000000E+000, 4.3152067E+000, 4.0881104E+000, 0.0000000E+000, 6.0150727E-005, 7.1384262E-004, 0.0000000E+000, 1.6501465E-004, 0.0000000E+000
 2.4000263E+001, 4.1301242E+001,-1.2972568E+001,-2.1925084E+001,-6.9506261E+000, 2.8532568E-001, 0.0000000E+000, 0.0000000E+000,-2.4529931E-002,-2.6171049E-001, 0.0000000E+000, 7.0934848E-005, 7.3580549E-004, 0.0000000E+000, 1.8886699E-004, 0.0000000E+000
 2.5000200E+001, 4.4361567E+001,-1.3967929E+001,-2.0804081E+001,-7.3945915E+000, 3.1654600E-001, 0.0000000E+000, 0.0000000E+000, 2.7482421E+000, 2.5115115E+000, 0.0000000E+000, 8.5801925E-005, 7.5776679E-004, 0.0000000E+000, 2.2438534E-004, 0.0000000E+000
 2.6000315E+001, 4.6844547E+001,-1.4674682E+001,-1.9977547E+001,-7.2049438E+000, 3.1195101E-001, 0.0000000E+000, 0.0000000E+000, 5.5033029E+000, 5.2993243E+000, 0.0000000E+000, 9.9758638E-005, 7.7973414E-004, 0.0000000E+000, 2.5605993E-004, 0.0000000E+000
 2.7000387E+001, 5.0830945E+001,-1.5976593E+001,-2.5592573E+001,-7.6837258E+000, 3.4775603E-001, 0.0000000E+000, 0.0000000E+000, 2.1506104E+000, 1.9258095E+000, 0.0000000E+000, 1.1784994E-004, 8.0169888E-004, 0.0000000E+000, 2.9708698E-004, 0.0000000E+000
 2.8000263E+001, 5.3998557E+001,-1.7098865E+001,-2.7616523E+001,-7.9928786E+000, 3.7593508E-001, 0.0000000E+000, 0.0000000E+000, 1.8914726E+000, 1.6662256E+000, 0.0000000E+000, 1.3769507E-004, 8.2366037E-004, 0.0000000E+000, 3.4301099E-004, 0.0000000E+000
 2.9000160E+001, 5.7403820E+001,-1.7892406E+001,-2.4436505E+001,-8.4761786E+000, 3.9341613E-001, 0.0000000E+000, 0.0000000E+000, 7.2312860E+000, 6.9921460E+000, 0.0000000E+000, 1.6040962E-004, 8.4562110E-004, 0.0000000E+000, 3.9553342E-004, 0.0000000E+000
 3.0000090E+001, 6.1871950E+001,-1.9495202E+001,-3.0303014E+001,-8.9050794E+000, 4.2322685E-001, 0.0000000E+000, 0.0000000E+000, 3.8447745E+000, 3.5918814E+000, 0.0000000E+000, 1.9475601E-004, 8.6758533E-004, 0.0000000E+000, 4.7253598E-004, 0.0000000E+000
 3.1000017E+001, 6.5207877E+001,-2.0675438E+001,-3.3872467E+001,-9.3935243E+000, 4.6608614E-001, 0.0000000E+000, 0.0000000E+000, 2.0029249E+000, 1.7325337E+000, 0.0000000E+000, 2.2432958E-004, 8.8954668E-004, 0.0000000E+000, 5.3654189E-004, 0.0000000E+000
 3.2000069E+001, 7.0919953E+001,-2.2181190E+001,-3.3149017E+001,-9.7114278E+000, 4.7330098E-001, 0.0000000E+000, 0.0000000E+000, 6.6752828E+000, 6.3516194E+000, 0.0000000E+000, 2.5721491E-004, 9.1151003E-004, 0.0000000E+000, 6.0488307E-004, 0.0000000E+000
 3.3000168E+001, 7.4869060E+001,-2.3552039E+001,-3.6475107E+001,-1.0619481E+001, 5.0071149E-001, 0.0000000E+000, 0.0000000E+000, 5.0763186E+000, 4.7231453E+000, 0.0000000E+000, 2.9592873E-004, 9.3347431E-004, 0.0000000E+000, 6.7938292E-004, 0.0000000E+000
 3.4000336E+001, 8.1516476E+001,-2.6316197E+001,-3.9922817E+001,-1.0463304E+001, 5.4142442E-001, 0.0000000E+000, 0.0000000E+000, 5.7431211E+000, 5.3555836E+000, 0.0000000E+000, 3.3578254E-004, 9.5544148E-004, 0.0000000E+000, 7.5654085E-004, 0.0000000E+000
 3.5000118E+001, 8.2795527E+001,-2.5998675E+001,-4.9755837E+001,-1.1284092E+001, 5.4289754E-001, 0.0000000E+000, 0.0000000E+000,-3.3278551E+000,-3.7001791E+000, 0.0000000E+000, 3.7654361E-004, 9.7740856E-004, 0.0000000E+000, 8.4109533E-004, 0.0000000E+000
 3.6000149E+001, 9.0515807E+001,-2.8950891E+001,-4.0649441E+001,-1.1896079E+001, 6.0941445E-001, 0.0000000E+000, 0.0000000E+000, 1.0014122E+001, 9.6288109E+000, 0.0000000E+000, 4.1577647E-004, 9.9936953E-004, 0.0000000E+000, 9.2013333E-004, 0.0000000E+000
 3.7000290E+001, 9.3203755E+001,-2.9806086E+001,-4.1941583E+001,-1.1772272E+001, 6.1251429E-001, 0.0000000E+000, 0.0000000E+000, 1.0646286E+001, 1.0296329E+001, 0.0000000E+000, 4.7535635E-004, 1.0213337E-003, 0.0000000E+000, 1.0264613E-003, 0.0000000E+000
 3.8000221E+001, 1.0470624E+002,-3.2658870E+001,-5.2373600E+001,-1.3793625E+001, 6.7289062E-001, 0.0000000E+000, 0.0000000E+000, 6.9763677E+000, 6.5530389E+000, 0.0000000E+000, 5.3988262E-004, 1.0432961E-003, 0.0000000E+000, 1.1394535E-003, 0.0000000E+000
 3.9000046E+001, 1.0731377E+002,-3.4770813E+001,-5.6068517E+001,-1.2730713E+001, 6.7829850E-001, 0.0000000E+000, 0.0000000E+000, 4.8334050E+000, 4.4220281E+000, 0.0000000E+000, 6.0765335E-004, 1.0652618E-003, 0.0000000E+000, 1.2674486E-003, 0.0000000E+000
 4.0000122E+001, 1.1885239E+002,-3.6491127E+001,-6.3100187E+001,-1.4643929E+001, 7.3843546E-001, 0.0000000E+000, 0.0000000E+000, 5.7943992E+000, 5.3555788E+000, 0.0000000E+000, 6.6142003E-004, 1.0872241E-003, 0.0000000E+000, 1.3752976E-003, 0.0000000E+000
 4.1000278E+001, 1.1825453E+002,-3.8311226E+001,-6.4058179E+001,-1.4174980E+001, 7.6675280E-001, 0.0000000E+000, 0.0000000E+000, 3.0328959E+000, 2.4769017E+000, 0.0000000E+000, 7.5430453E-004, 1.1031437E-003, 0.0000000E+000, 1.5276676E-003, 0.0000000E+000
 4.2000290E+001, 1.3818154E+002,-4.2713839E+001,-7.2455523E+001,-1.6147194E+001, 8.1785312E-001, 0.0000000E+000, 0.0000000E+000, 8.1802923E+000, 7.6828385E+000, 0.0000000E+000, 8.3277996E-004, 1.1130285E-003, 0.0000000E+000, 1.6741326E-003, 0.0000000E+000
 4.3000065E+001, 1.3341940E+002,-4.1532684E+001,-7.6913513E+001,-1.5267129E+001, 8.2611213E-001, 0.0000000E+000, 0.0000000E+000, 1.0523179E+000, 5.3219027E-001, 0.0000000E+000, 9.1488323E-004, 1.1229114E-003, 0.0000000E+000, 1.8213290E-003, 0.0000000E+000
 4.4000206E+001, 1.5663710E+002,-4.9175545E+001,-8.1733196E+001,-1.7830223E+001, 9.2961701E-001, 0.0000000E+000, 0.0000000E+000, 9.3654926E+000, 8.8277564E+000, 0.0000000E+000, 1.0187122E-003, 1.1327960E-003, 0.0000000E+000, 2.0054985E-003, 0.0000000E+000
 4.5000313E+001, 1.4718771E+002,-4.5559683E+001,-8.5821063E+001,-1.6377064E+001, 9.1399205E-001, 0.0000000E+000, 0.0000000E+000, 9.3950720E-001, 3.4389693E-001, 0.0000000E+000, 1.1103655E-003, 1.1426805E-003, 0.0000000E+000, 2.1776332E-003, 0.0000000E+000
 4.6000031E+001, 1.7959116E+002,-5.5735850E+001,-9.0296683E+001,-1.9481335E+001, 1.0316694E+000, 0.0000000E+000, 0.0000000E+000, 1.5826583E+001, 1.5108962E+001, 0.0000000E+000, 1.2353429E-003, 1.1525624E-003, 0.0000000E+000, 2.3838665E-003, 0.0000000E+000
 4.7000134E+001, 1.6428498E+002,-5.0137907E+001,-1.0282455E+002,-1.7997066E+001, 9.9032033E-001, 0.0000000E+000, 0.0000000E+000,-5.0909841E+000,-5.6842187E+000, 0.0000000E+000, 1.3262612E-003, 1.1624448E-003, 0.0000000E+000, 2.5523520E-003, 0.0000000E+000
 4.8000149E+001, 1.9847916E+002,-6.1136529E+001,-9.2578041E+001,-2.0587584E+001, 1.1050635E+000, 0.0000000E+000, 0.0000000E+000, 2.5964432E+001, 2.5282072E+001, 0.0000000E+000, 1.4291388E-003, 1.1723307E-003, 0.0000000E+000, 2.7379674E-003, 0.0000000E+000
 4.9000286E+001, 1.8965678E+002,-5.8379210E+001,-1.1806049E+002,-2.0716926E+001, 1.1216422E+000, 0.0000000E+000, 0.0000000E+000,-5.7738668E+000,-6.3782034E+000, 0.0000000E+000, 1.5922474E-003, 1.1822153E-003, 0.0000000E+000, 2.9967966E-003, 0.0000000E+000
 5.0000023E+001, 2.1733668E+002,-6.7199554E+001,-1.2715719E+002,-2.2528076E+001, 1.2078846E+000, 0.0000000E+000, 0.0000000E+000, 2.2489413E+000, 1.6597400E+000, 0.0000000E+000, 1.7079467E-003, 1.1920981E-003, 0.0000000E+000, 3.2237339E-003, 0.0000000E+000
 5.1000015E+001, 2.2544358E+002,-6.9266721E+001,-1.2481080E+002,-2.1638773E+001, 1.2539607E+000, 0.0000000E+000, 0.0000000E+000, 1.1759810E+001, 1.0981252E+001, 0.0000000E+000, 1.8873764E-003, 1.2019798E-003, 0.0000000E+000, 3.5204863E-003, 0.0000000E+000
 5.2000126E+001, 2.3512135E+002,-7.1732297E+001,-1.3049529E+002,-2.4617285E+001, 1.3544836E+000, 0.0000000E+000, 0.0000000E+000, 1.0566787E+001, 9.6309563E+000, 0.0000000E+000, 1.9971255E-003, 1.2118639E-003, 0.0000000E+000, 3.7525091E-003, 0.0000000E+000
 5.3000179E+001, 2.4654372E+002,-7.6713097E+001,-1.4062171E+002,-2.3654157E+001, 1.3795848E+000, 0.0000000E+000, 0.0000000E+000, 7.7413156E+000, 6.9343326E+000, 0.0000000E+000, 2.1831542E-003, 1.2217501E-003, 0.0000000E+000, 4.0636425E-003, 0.0000000E+000
 5.4000134E+001, 2.7555602E+002,-8.5673312E+001,-1.5743392E+002,-2.5466115E+001, 1.5021483E+000, 0.0000000E+000, 0.0000000E+000, 9.2571557E+000, 8.4848214E+000, 0.0000000E+000, 2.3494002E-003, 1.2316332E-003, 0.0000000E+000, 4.3539524E-003, 0.0000000E+000
 5.5000050E+001, 2.9540939E+002,-9.0289705E+001,-1.5721793E+002,-2.7037691E+001, 1.6327381E+000, 0.0000000E+000, 0.0000000E+000, 2.3516084E+001, 2.2496802E+001, 0.0000000E+000, 2.5427761E-003, 1.2415157E-003, 0.0000000E+000, 4.6988230E-003, 0.0000000E+000
 5.6000240E+001, 2.8407970E+002,-8.8705099E+001,-1.8127030E+002,-2.6432786E+001, 1.6386862E+000, 0.0000000E+000, 0.0000000E+000,-9.7499589E+000,-1.0689798E+001, 0.0000000E+000, 2.7664925E-003, 1.2513992E-003, 0.0000000E+000, 5.0559586E-003, 0.0000000E+000
 5.7000099E+001, 3.4019275E+002,-1.0520885E+002,-1.9279166E+002,-2.9848415E+001, 1.8283515E+000, 0.0000000E+000, 0.0000000E+000, 1.5278493E+001, 1.4172175E+001, 0.0000000E+000, 2.9937014E-003, 1.2612851E-003, 0.0000000E+000, 5.4516885E-003, 0.0000000E+000
 5.8000233E+001, 3.2876574E+002,-1.0088554E+002,-1.9661101E+002,-2.8482130E+001, 1.8128697E+000, 0.0000000E+000, 0.0000000E+000, 5.7067261E+000, 4.5999381E+000, 0.0000000E+000, 3.2942707E-003, 1.2711687E-003, 0.0000000E+000, 5.9070696E-003, 0.0000000E+000
 5.9000095E+001, 3.7649777E+002,-1.1574565E+002,-2.1331284E+002,-3.3630934E+001, 2.0365759E+000, 0.0000000E+000, 0.0000000E+000, 1.7384465E+001, 1.5844922E+001, 0.0000000E+000, 3.4979771E-003, 1.2810518E-003, 0.0000000E+000, 6.3074081E-003, 0.0000000E+000
 6.0000095E+001, 3.8027301E+002,-1.1683437E+002,-2.3203611E+002,-3.1197044E+001, 2.0611915E+000, 0.0000000E+000, 0.0000000E+000, 3.6928965E+000, 2.2666802E+000, 0.0000000E+000, 3.7714232E-003, 1.2909339E-003, 0.0000000E+000, 6.7711152E-003, 0.0000000E+000
 6.1000149E+001, 4.1118906E+002,-1.2607934E+002,-2.3057432E+002,-3.3761712E+001, 2.2081787E+000, 0.0000000E+000, 0.0000000E+000, 2.4334324E+001, 2.2981872E+001, 0.0000000E+000, 4.0305517E-003, 1.2975226E-003, 0.0000000E+000, 7.1921312E-003, 0.0000000E+000
 6.2000179E+001, 4.4338698E+002,-1.3487108E+002,-2.7708916E+002,-3.5275885E+001, 2.3478539E+000, 0.0000000E+000, 0.0000000E+000,-2.0153300E-001,-1.5012958E+000, 0.0000000E+000, 4.3675950E-003, 1.3008178E-003, 0.0000000E+000, 7.7532156E-003, 0.0000000E+000
 6.3000126E+001, 4.5095764E+002,-1.3862626E+002,-2.6242194E+002,-3.7533640E+001, 2.4270514E+000, 0.0000000E+000, 0.0000000E+000, 1.6621128E+001, 1.4802853E+001, 0.0000000E+000, 4.7437423E-003, 1.3041123E-003, 0.0000000E+000, 8.3714266E-003, 0.0000000E+000
 6.4000153E+001, 5.2462669E+002,-1.6178450E+002,-3.2463265E+002,-3.9688921E+001, 2.6728105E+000, 0.0000000E+000, 0.0000000E+000, 2.7201696E+000, 1.1934356E+000, 0.0000000E+000, 5.1305056E-003, 1.3074065E-003, 0.0000000E+000, 9.0732105E-003, 0.0000000E+000
 6.5000023E+001, 5.1145381E+002,-1.5659528E+002,-3.0599557E+002,-3.8736745E+001, 2.7182075E+000, 0.0000000E+000, 0.0000000E+000, 1.4767773E+001, 1.2844426E+001, 0.0000000E+000, 5.5488235E-003, 1.3107007E-003, 0.0000000E+000, 9.7257794E-003, 0.0000000E+000
 6.6000076E+001, 5.7227041E+002,-1.7788643E+002,-3.3696831E+002,-4.1896795E+001, 2.9282341E+000, 0.0000000E+000, 0.0000000E+000, 2.0506441E+001, 1.8447104E+001, 0.0000000E+000, 5.9385605E-003, 1.3139958E-003, 0.0000000E+000, 1.0348014E-002, 0.0000000E+000
