s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
 4.5004534E+000, 1.1358310E+000, 1.7654974E+000, 3.0505295E+000, 1.8159418E+000, 1.1127812E+000, 3.1623371E-001, 4.9412902E-001, 8.9211076E-001, 4.7322643E-001, 2.5217717E-001, 1.7947333E-001, 1.9090644E-001, 4.5985340E-001, 3.5248721E-001, 1.9672358E-001, 1.0310489E-001, 2.3160233E-001, 2.9892537E-001, 1.4834681E-001, 6.9634265E-002, 1.6624491E-001, 4.9187187E-002, 1.2265818E-002, 1.9527278E-003, 5.0025809E-004, 2.0234545E+001, 2.0088657E+001, 2.0021713E+001, 2.0003287E+001, 2.0000692E+001
 5.0010413E+000, 1.2578043E+000, 2.2892876E+000, 4.0680159E+000, 2.3369850E+000, 1.2920648E+000, 3.0672325E-001, 4.2879436E-001, 9.7053581E-001, 5.0176048E-001, 2.9593088E-001, 1.6195841E-001, 1.7436680E-001, 5.3034877E-001, 3.4062990E-001, 1.9058508E-001, 1.1485019E-001, 1.2377270E-001, 3.4703900E-001, 2.8984457E-001, 1.4535072E-001, 2.4884992E-001, 2.0600026E-001, 8.5116931E-002, 3.3474162E-003, 8.0064058E-004, 2.0503981E+001, 2.0297224E+001, 2.0080514E+001, 2.0004798E+001, 2.0001004E+001
 5.5009106E+000, 1.4186162E+000, 2.5392828E+000, 3.5841587E+000, 2.5759290E+000, 1.4701262E+000, 3.3813837E-001, 5.2485716E-001, 1.1818202E+000, 5.1981875E-001, 3.6538805E-001, 1.3808225E-001, 2.5584278E-001, 7.2820179E-001, 4.7741708E-001, 4.6580465E-001, 1.0738496E-001, 9.4592688E-002, 5.0971385E-001, 3.2797036E-001, 2.3719873E-001, 3.6300987E-001, 2.2954185E-001, 1.5515057E-001, 9.0899965E-002, 2.6764801E-003, 2.0730277E+001, 2.0468113E+001, 2.0276424E+001, 2.0088223E+001, 2.0002214E+001
 6.0009650E+000, 1.5783627E+000, 2.9209485E+000, 3.8093754E+000, 2.9070307E+000, 1.6989787E+000, 3.8818582E-001, 5.3501889E-001, 1.0233870E+000, 5.3013107E-001, 3.9793156E-001, 3.7522271E-001, 4.9298036E-001, 7.1510811E-001, 4.2636651E-001, 1.9972784E-001, 1.8374321E-001, 2.7573666E-001, 4.1358103E-001, 3.0621227E-001, 2.8831023E-001, 2.7871046E-001, 2.8146958E-001, 2.1377493E-001, 1.3841251E-001, 5.9443162E-002, 2.0894308E+001, 2.0708778E+001, 2.0460965E+001, 2.0252128E+001, 2.0059902E+001
 6.5005680E+000, 1.8426820E+000, 3.2538451E+000, 5.5121356E+000, 3.1824787E+000, 1.8615031E+000, 4.4074876E-001, 5.9565390E-001, 1.6484151E+000, 9.0866189E-001, 4.5363232E-001, 2.7983500E-001, 4.9973327E-001, 9.1174573E-001, 3.7503367E-001, 1.8635909E-001, 1.9914444E-001, 4.2048508E-001, 6.2445860E-001, 2.7646437E-001, 1.8569555E-001, 5.0702931E-001, 2.7183115E-001, 1.7616621E-001, 1.3834712E-001, 1.2085523E-001, 2.1255210E+001, 2.0770667E+001, 2.0522035E+001, 2.0357234E+001, 2.0194951E+001
 7.0002731E+000, 1.9760061E+000, 3.5675236E+000, 5.7089372E+000, 3.5046281E+000, 1.9988160E+000, 4.7906307E-001, 6.8013948E-001, 1.7630108E+000, 9.6106503E-001, 5.3433328E-001, 1.9491977E-001, 3.1062668E-001, 1.0625433E+000, 4.7340700E-001, 3.4983619E-001, 3.4003885E-001, 4.9713499E-001, 6.6875875E-001, 3.2334400E-001, 2.0976055E-001, 4.4660864E-001, 2.8109362E-001, 2.4403058E-001, 2.0033723E-001, 1.9385098E-001, 2.1434510E+001, 2.0956732E+001, 2.0708565E+001, 2.0471355E+001, 2.0362535E+001
 7.5007011E+000, 2.2221688E+000, 3.7179258E+000, 6.6915902E+000, 3.7831371E+000, 2.1729934E+000, 5.3127450E-001, 6.6043009E-001, 1.6023269E+000, 7.5308688E-001, 5.6528660E-001, 2.3915594E-001, 3.6520059E-001, 8.1435877E-001, 4.5151515E-001, 3.8670743E-001, 2.2421235E-001, 4.0087208E-001, 6.7641019E-001, 5.0542600E-001, 3.2182881E-001, 5.4779754E-001, 3.7146303E-001, 1.7187042E-001, 1.6015487E-001, 1.4096265E-001, 2.1730279E+001, 2.1084915E+001, 2.0698297E+001, 2.0563056E+001, 2.0469315E+001
 8.0001164E+000, 2.3275780E+000, 4.0015314E+000, 8.2560187E+000, 3.9676412E+000, 2.3731761E+000, 5.4699949E-001, 7.7432506E-001, 2.1173134E+000, 7.5648058E-001, 5.4775489E-001, 3.0494044E-001, 6.0523765E-001, 7.0913165E-001, 4.4485734E-001, 2.6217037E-001, 2.0675111E-001, 3.1304502E-001, 3.9952174E-001, 4.4576289E-001, 2.7050730E-001, 3.3661524E-001, 3.4019005E-001, 2.9472034E-001, 1.8126290E-001, 1.3593167E-001, 2.1748466E+001, 2.1300853E+001, 2.0888852E+001, 2.0643872E+001, 2.0484986E+001
 8.5003475E+000, 2.6193438E+000, 4.4658602E+000, 8.1603465E+000, 4.3278243E+000, 2.6905511E+000, 6.4680245E-001, 9.4771104E-001, 2.0247748E+000, 1.0574483E+000, 6.4826490E-001, 2.4880396E-001, 4.3471444E-001, 9.5403112E-001, 4.8540166E-001, 3.2038173E-001, 3.6536075E-001, 4.1542612E-001, 7.0092613E-001, 5.3379177E-001, 3.4135615E-001, 5.1385875E-001, 3.9101543E-001, 2.4458373E-001, 2.1372584E-001, 1.3452511E-001, 2.1893854E+001, 2.1393045E+001, 2.1031374E+001, 2.0762822E+001, 2.0538910E+001
 9.0003055E+000, 2.8806229E+000, 4.3476134E+000, 7.8320158E+000, 4.4159579E+000, 2.6825860E+000, 6.9780800E-001, 9.9033117E-001, 1.9342730E+000, 1.1303723E+000, 6.9798989E-001, 4.4124492E-001, 7.5978448E-001, 9.1679107E-001, 6.2525690E-001, 4.8762481E-001, 3.4315680E-001, 6.0724780E-001, 6.3388815E-001, 4.2357205E-001, 3.3906184E-001, 4.4586321E-001, 3.9277950E-001, 3.2504939E-001, 2.3551560E-001, 1.6043898E-001, 2.2060263E+001, 2.1638254E+001, 2.1162127E+001, 2.0835919E+001, 2.0602287E+001
 9.5001612E+000, 3.1760099E+000, 4.8603722E+000, 8.2805181E+000, 4.4910899E+000, 2.9790221E+000, 7.0072260E-001, 9.7347101E-001, 2.3065426E+000, 1.1538555E+000, 7.3148485E-001, 2.7664998E-001, 4.4268181E-001, 9.0910605E-001, 1.1105295E+000, 5.7066307E-001, 2.6816996E-001, 6.4228573E-001, 6.6498324E-001, 7.1757479E-001, 5.1795156E-001, 5.5791956E-001, 4.5985621E-001, 2.5683205E-001, 2.1265654E-001, 2.0147225E-001, 2.2283269E+001, 2.1757323E+001, 2.1193030E+001, 2.0922660E+001, 2.0725106E+001
 1.0000278E+001, 3.1541811E+000, 6.1525466E+000, 9.8235616E+000, 5.5284797E+000, 3.3351327E+000, 8.2837990E-001, 1.3609084E+000, 1.9903570E+000, 1.3149093E+000, 8.6277769E-001, 3.3513077E-001, 6.8143363E-001, 9.2784627E-001, 6.0325563E-001, 3.2126090E-001, 2.8755583E-001, 4.7829224E-001, 6.1052457E-001, 6.5524953E-001, 5.1884705E-001, 4.9116038E-001, 4.2691623E-001, 2.7466034E-001, 2.3317039E-001, 2.6532302E-001, 2.2421861E+001, 2.1942087E+001, 2.1275469E+001, 2.1032110E+001, 2.0897494E+001
 1.0500374E+001, 3.2513923E+000, 5.9360482E+000, 1.1685625E+001, 5.8252798E+000, 3.2845258E+000, 8.9983429E-001, 1.5610751E+000, 2.5333935E+000, 1.6602852E+000, 9.2362071E-001, 3.6344540E-001, 8.4049294E-001, 1.3137561E+000, 7.8826309E-001, 3.6733565E-001, 4.2776213E-001, 5.0839059E-001, 9.2355416E-001, 5.6981307E-001, 2.3385606E-001, 7.0576665E-001, 5.9455088E-001, 3.7548519E-001, 2.3421477E-001, 1.7549205E-001, 2.2819685E+001, 2.2199967E+001, 2.1430904E+001, 2.1091194E+001, 2.0900880E+001
 1.1000410E+001, 3.3803951E+000, 5.7110556E+000, 1.1044681E+001, 5.6782400E+000, 3.1865919E+000, 9.7600776E-001, 1.7606540E+000, 2.3178826E+000, 1.7000294E+000, 8.8820681E-001, 6.4503838E-001, 9.1243900E-001, 1.1558620E+000, 8.2509761E-001, 6.5358730E-001, 3.7887811E-001, 6.8287871E-001, 7.9671240E-001, 8.0625561E-001, 4.5324662E-001, 6.1521470E-001, 5.2631862E-001, 3.3385403E-001, 2.5768398E-001, 2.7694557E-001, 2.2940507E+001, 2.2374729E+001, 2.1617730E+001, 2.1236790E+001, 2.1067565E+001
 1.1500497E+001, 4.4664417E+000, 7.2469799E+000, 1.1181192E+001, 6.8161113E+000, 3.6681083E+000, 1.0783814E+000, 1.7091093E+000, 2.4572150E+000, 1.8711529E+000, 1.1569624E+000, 6.5321400E-001, 9.6702025E-001, 1.0107621E+000, 8.5522440E-001, 4.4171167E-001, 3.9544429E-001, 7.3022662E-001, 6.5164769E-001, 6.4886894E-001, 4.7997699E-001, 6.3664809E-001, 5.7795483E-001, 4.3069882E-001, 3.3044769E-001, 2.0867560E-001, 2.3199729E+001, 2.2623352E+001, 2.1786459E+001, 2.1330555E+001, 2.1062566E+001
 1.2000562E+001, 3.7644478E+000, 6.6375387E+000, 1.1360717E+001, 7.0700038E+000, 3.9216689E+000, 1.1391065E+000, 1.4542484E+000, 2.6737895E+000, 2.0822176E+000, 1.0882813E+000, 4.8607838E-001, 8.2427815E-001, 1.4222544E+000, 9.2085385E-001, 6.3547475E-001, 3.1412168E-001, 8.2274767E-001, 9.7654023E-001, 4.6814701E-001, 4.2011316E-001, 6.0312076E-001, 3.5384046E-001, 2.6394519E-001, 2.5241801E-001, 2.4920134E-001, 2.3090611E+001, 2.2535376E+001, 2.1782868E+001, 2.1430807E+001, 2.1197005E+001
 1.2500625E+001, 4.0556412E+000, 6.8942852E+000, 1.2036196E+001, 7.1659744E+000, 3.7333431E+000, 1.1657874E+000, 1.7082801E+000, 2.7532499E+000, 1.8486341E+000, 1.2317877E+000, 3.7006863E-001, 9.0544394E-001, 1.4283274E+000, 1.2392765E+000, 5.0236412E-001, 3.2946948E-001, 5.8204366E-001, 8.8714370E-001, 5.6439614E-001, 3.9519712E-001, 7.1853602E-001, 6.1192336E-001, 3.4982403E-001, 2.0839741E-001, 2.4182616E-001, 2.3577254E+001, 2.2817352E+001, 2.1816194E+001, 2.1366761E+001, 2.1223376E+001
 1.3000276E+001, 4.3901850E+000, 7.7210684E+000, 1.7933612E+001, 9.4803701E+000, 4.2552474E+000, 1.2786745E+000, 1.7248938E+000, 3.3943865E+000, 2.0851617E+000, 1.6208714E+000, 5.7612492E-001, 9.7005573E-001, 1.5760965E+000, 7.0012841E-001, 5.7934913E-001, 4.3257262E-001, 8.4899410E-001, 1.0180964E+000, 7.5024502E-001, 3.9508211E-001, 8.2198003E-001, 6.8244598E-001, 4.4869752E-001, 2.6743774E-001, 2.1435185E-001, 2.3935642E+001, 2.3066129E+001, 2.2054411E+001, 2.1440879E+001, 2.1324426E+001
 1.3500044E+001, 4.3368576E+000, 9.3050912E+000, 1.9578099E+001, 9.0589889E+000, 4.3506873E+000, 1.4138644E+000, 2.1938937E+000, 3.1982192E+000, 2.0508011E+000, 1.4217342E+000, 6.6365801E-001, 1.5016529E+000, 1.3732957E+000, 7.3779004E-001, 5.9741662E-001, 4.7871124E-001, 1.2709932E+000, 1.0369401E+000, 7.7709455E-001, 3.2039584E-001, 1.0805360E+000, 8.5546189E-001, 4.9073819E-001, 4.2249232E-001, 3.0773441E-001, 2.4406264E+001, 2.3455615E+001, 2.2283712E+001, 2.1744218E+001, 2.1381045E+001
 1.4000093E+001, 5.4480772E+000, 8.0071484E+000, 1.7082832E+001, 7.7993484E+000, 6.1521297E+000, 1.3320333E+000, 2.1350427E+000, 4.4745766E+000, 1.9259195E+000, 1.2280865E+000, 6.3724483E-001, 9.3829554E-001, 1.8000284E+000, 1.0497355E+000, 5.5123331E-001, 7.3719064E-001, 8.6555204E-001, 1.6305341E+000, 1.0309417E+000, 4.0645177E-001, 1.0108227E+000, 8.2441993E-001, 3.9128362E-001, 2.6436796E-001, 3.6745537E-001, 2.4811561E+001, 2.3858847E+001, 2.2349244E+001, 2.1792067E+001, 2.1671602E+001
 1.4500283E+001, 4.9540787E+000, 9.4517026E+000, 1.8079225E+001, 1.0031714E+001, 4.7396729E+000, 1.4706233E+000, 2.3649387E+000, 4.1344722E+000, 2.2204383E+000, 1.5687387E+000, 1.0814079E+000, 1.8310143E+000, 1.8985950E+000, 7.3561437E-001, 4.9768731E-001, 5.4456674E-001, 1.0285904E+000, 1.2235574E+000, 5.9851023E-001, 3.4727176E-001, 8.9881944E-001, 6.5126675E-001, 5.7885942E-001, 3.3322278E-001, 1.6716660E-001, 2.4820937E+001, 2.3954300E+001, 2.2701664E+001, 2.1740778E+001, 2.1453178E+001
 1.5000246E+001, 6.0070229E+000, 1.0376224E+001, 2.3148948E+001, 1.0146191E+001, 5.5020746E+000, 1.5243778E+000, 2.6936425E+000, 4.4416092E+000, 3.2218645E+000, 1.5156960E+000, 6.4671481E-001, 1.0877733E+000, 1.4905992E+000, 1.0757420E+000, 6.1633292E-001, 3.6593966E-001, 7.8859158E-001, 8.2868484E-001, 4.3836467E-001, 3.0642377E-001, 8.0001612E-001, 7.3212189E-001, 6.4363495E-001, 3.3670717E-001, 3.4597088E-001, 2.5257832E+001, 2.4151938E+001, 2.2914374E+001, 2.1953420E+001, 2.1711010E+001
 1.5500295E+001, 7.6246044E+000, 8.3247545E+000, 1.5348282E+001, 8.3514391E+000, 7.5705466E+000, 1.5197994E+000, 2.1436489E+000, 4.2532475E+000, 2.5873350E+000, 1.5189955E+000, 6.7048236E-001, 9.6616419E-001, 2.1198089E+000, 1.4902366E+000, 7.9580122E-001, 4.0773651E-001, 1.0744530E+000, 1.4254319E+000, 1.2475251E+000, 9.2043898E-001, 1.1092134E+000, 9.6955569E-001, 3.2424427E-001, 1.9801972E-001, 1.7867574E-001, 2.5307757E+001, 2.4170866E+001, 2.2698636E+001, 2.1875820E+001, 2.1633798E+001
 1.6000241E+001, 5.1608114E+000, 1.0011649E+001, 2.3592594E+001, 1.0332997E+001, 5.0629343E+000, 1.7640715E+000, 3.3229122E+000, 5.5512711E+000, 2.5109399E+000, 1.9626979E+000, 8.3936090E-001, 1.1249397E+000, 1.9122004E+000, 1.1830614E+000, 7.0241742E-001, 3.8870404E-001, 6.4695441E-001, 9.7737221E-001, 8.0033090E-001, 4.9302509E-001, 6.9260187E-001, 5.9639661E-001, 5.3671215E-001, 3.6700821E-001, 2.3702757E-001, 2.5417393E+001, 2.4666913E+001, 2.3051092E+001, 2.1970640E+001, 2.1582684E+001
 1.6500447E+001, 8.8322309E+000, 1.0712014E+001, 2.5454646E+001, 1.1976576E+001, 1.1095275E+001, 1.8033546E+000, 2.4912074E+000, 4.0882989E+000, 2.7557324E+000, 1.8447266E+000, 1.2713702E+000, 1.1190948E+000, 2.2700886E+000, 1.2394883E+000, 8.1163291E-001, 7.0954852E-001, 8.7209060E-001, 1.4567990E+000, 1.1351548E+000, 9.0333678E-001, 1.0708329E+000, 8.7937222E-001, 5.5832708E-001, 3.5317942E-001, 2.8024662E-001, 2.5773978E+001, 2.4653484E+001, 2.2993526E+001, 2.2054043E+001, 2.1778751E+001
 1.7000028E+001, 6.7489920E+000, 1.0548850E+001, 2.7240340E+001, 1.2255881E+001, 8.0981763E+000, 2.1680000E+000, 3.6533364E+000, 3.8271127E+000, 2.6104771E+000, 1.8290628E+000, 1.2633987E+000, 1.7588113E+000, 1.8277441E+000, 1.0910646E+000, 8.3196010E-001, 5.0599197E-001, 7.7507746E-001, 1.0402043E+000, 6.5547353E-001, 3.9950094E-001, 7.0936554E-001, 6.9004001E-001, 5.7446481E-001, 3.3273784E-001, 3.6753435E-001, 2.5681334E+001, 2.4830508E+001, 2.3371512E+001, 2.2236097E+001, 2.1938205E+001
 1.7500542E+001, 1.5503683E+001, 1.2267143E+001, 3.1202115E+001, 1.1759454E+001, 1.6037104E+001, 2.3542085E+000, 2.9976557E+000, 4.7267560E+000, 2.8236142E+000, 2.3816116E+000, 1.4090748E+000, 1.6925619E+000, 2.2496834E+000, 1.1618737E+000, 1.0513718E+000, 8.9648571E-001, 9.4016514E-001, 1.5539509E+000, 1.0185383E+000, 4.2543955E-001, 1.2465020E+000, 8.1780790E-001, 4.9406985E-001, 3.5150946E-001, 2.7414478E-001, 2.6209062E+001, 2.4845613E+001, 2.3291005E+001, 2.2261885E+001, 2.1952679E+001
 1.8000509E+001, 8.1018822E+000, 1.5642438E+001, 2.8677387E+001, 1.3676978E+001, 7.1682059E+000, 2.2140275E+000, 3.5053573E+000, 7.3034946E+000, 2.6933124E+000, 2.1644668E+000, 1.0735432E+000, 1.8988017E+000, 3.1194749E+000, 1.3196404E+000, 1.0260330E+000, 1.0501669E+000, 1.7707992E+000, 2.3687815E+000, 1.2260033E+000, 7.7712909E-001, 1.6212456E+000, 1.0543937E+000, 7.3328066E-001, 6.3361568E-001, 5.0787954E-001, 2.6980593E+001, 2.5330185E+001, 2.3756972E+001, 2.2731924E+001, 2.2215409E+001
 1.8500043E+001, 9.7618975E+000, 1.2173517E+001, 2.6974967E+001, 1.4238423E+001, 1.0159886E+001, 2.2101866E+000, 3.0425278E+000, 5.0357534E+000, 2.8964315E+000, 2.1478383E+000, 8.3931204E-001, 1.1650112E+000, 1.9460277E+000, 1.0439393E+000, 8.4771938E-001, 5.5801670E-001, 6.6436906E-001, 1.3912052E+000, 8.6504532E-001, 5.2416510E-001, 1.0390997E+000, 1.0324973E+000, 1.0712961E+000, 9.4725773E-001, 7.2187284E-001, 2.7420008E+001, 2.6080466E+001, 2.4526420E+001, 2.3380099E+001, 2.2679824E+001
 1.9000194E+001, 1.2414371E+001, 1.2517185E+001, 3.1118310E+001, 1.1987262E+001, 1.1908041E+001, 2.1961602E+000, 2.9659160E+000, 6.1675700E+000, 4.5204100E+000, 2.2330017E+000, 1.0708008E+000, 1.7881951E+000, 2.8474716E+000, 2.1096079E+000, 1.7160057E+000, 6.9161673E-001, 1.3314761E+000, 1.6008026E+000, 1.0708893E+000, 7.0802373E-001, 1.2586493E+000, 8.4269596E-001, 4.7464683E-001, 3.7785892E-001, 3.7054377E-001, 2.7351826E+001, 2.5680215E+001, 2.4088654E+001, 2.3201149E+001, 2.2812337E+001
 1.9500100E+001, 1.0908443E+001, 1.7922668E+001, 2.9915434E+001, 1.8073645E+001, 1.0715750E+001, 2.7907688E+000, 3.4374216E+000, 8.5834951E+000, 4.3012609E+000, 2.6395598E+000, 1.0960902E+000, 1.5423941E+000, 3.3764899E+000, 1.9651197E+000, 1.3475043E+000, 8.7796920E-001, 9.7595876E-001, 1.4890903E+000, 1.3490497E+000, 1.0263129E+000, 1.1620802E+000, 1.1579306E+000, 8.3156627E-001, 5.3348379E-001, 4.0111344E-001, 2.7912206E+001, 2.6411914E+001, 2.4416328E+001, 2.3250713E+001, 2.2678519E+001
 2.0000544E+001, 1.4459969E+001, 1.6949110E+001, 3.4279277E+001, 1.6343556E+001, 1.3578363E+001, 2.4695484E+000, 3.0959515E+000, 5.2135635E+000, 3.2571503E+000, 2.5567597E+000, 1.1311273E+000, 1.6348724E+000, 2.5303008E+000, 1.3311037E+000, 1.1163232E+000, 8.3360481E-001, 1.4560557E+000, 1.8950175E+000, 1.2558949E+000, 9.7093843E-001, 1.2781035E+000, 1.2470360E+000, 1.0732419E+000, 8.2866826E-001, 6.1868186E-001, 2.8003095E+001, 2.6695588E+001, 2.4917480E+001, 2.3641412E+001, 2.2954032E+001
 2.0500060E+001, 1.7844950E+001, 1.7657183E+001, 3.6634927E+001, 1.4244288E+001, 1.8385196E+001, 2.5347511E+000, 4.7155785E+000, 8.6074428E+000, 3.6332356E+000, 2.5037227E+000, 1.3987971E+000, 2.3622538E+000, 3.5603137E+000, 2.2966430E+000, 1.7391408E+000, 7.9886940E-001, 1.2542601E+000, 2.0409147E+000, 1.8929158E+000, 1.7042268E+000, 1.2957877E+000, 7.2491092E-001, 5.7043219E-001, 5.5163872E-001, 6.1278411E-001, 2.8166637E+001, 2.6543724E+001, 2.4969609E+001, 2.3922193E+001, 2.3398232E+001
 2.1000140E+001, 2.0365042E+001, 1.6268265E+001, 3.9126925E+001, 1.6585832E+001, 2.2225297E+001, 3.4010930E+000, 4.6382623E+000, 6.6588506E+000, 4.0724533E+000, 3.2244732E+000, 1.6394088E+000, 2.1007419E+000, 2.5304219E+000, 1.7492797E+000, 1.2229690E+000, 1.0937296E+000, 1.2770911E+000, 1.6658482E+000, 9.6148372E-001, 7.1703986E-001, 1.3159396E+000, 1.0710926E+000, 8.0146253E-001, 5.9207757E-001, 3.8810316E-001, 2.8644499E+001, 2.6838649E+001, 2.5026339E+001, 2.3813993E+001, 2.3140497E+001
