s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.5008097E+000, 2.6445698E+001, 4.2042150E+001, 2.8890305E+001, 1.0797815E+001, 2.4132904E+001, 1.3565011E+001, 7.2727569E+000, 3.2038506E+000, 7.9143919E+000, 7.8301234E+000, 6.2733750E+000, 2.5604537E+000, 3.7768170E+000, 4.7141698E+000, 4.9231556E+000, 1.8768409E+000, 2.3978239E+000, 2.3443729E+000, 1.7359814E+000, 1.4025870E+000, 1.8412931E+000, 1.3190057E+000, 9.9531741E-001, 6.3863178E-001, 1.4043635E+000, 9.0638714E-001, 6.8187977E-001, 3.6458554E-001
 5.0002423E+000, 2.9698366E+001, 3.8874791E+001, 3.1414464E+001, 1.1093074E+001, 2.0826618E+001, 1.6300201E+001, 8.3668176E+000, 4.0727308E+000, 8.2476563E+000, 8.0589311E+000, 5.0130758E+000, 2.3127103E+000, 3.2727814E+000, 4.3175535E+000, 3.2356396E+000, 3.0815977E+000, 1.0008859E+000, 9.8840489E-001, 9.2637698E-001, 8.4189002E-001, 6.2598833E-001, 6.4521741E-001, 7.2772860E-001, 7.6787358E-001, 6.0951080E-001, 5.8975880E-001, 6.0173785E-001, 5.2281013E-001
 5.5001787E+000, 3.0804414E+001, 4.2239385E+001, 3.1545501E+001, 1.2349736E+001, 2.5548687E+001, 1.8370066E+001, 1.2180497E+001, 4.4589186E+000, 1.0641502E+001, 9.8419064E+000, 6.0889003E+000, 2.9356307E+000, 4.5021618E+000, 4.6835152E+000, 3.2638597E+000, 1.2604063E+000, 2.0835263E+000, 2.1758025E+000, 1.2354096E+000, 9.0274318E-001, 1.3844335E+000, 9.3830357E-001, 9.2909573E-001, 7.5992509E-001, 7.4262437E-001, 5.7492893E-001, 5.6104494E-001, 6.0489406E-001
 6.0002857E+000, 2.9973676E+001, 4.4334146E+001, 3.2369947E+001, 1.0814919E+001, 3.1844296E+001, 1.8143544E+001, 9.2313144E+000, 3.7299100E+000, 1.4579662E+001, 7.9279368E+000, 4.8692481E+000, 3.0201176E+000, 5.9231947E+000, 4.1262743E+000, 2.9052714E+000, 1.8298271E+000, 3.0223380E+000, 1.9729489E+000, 1.2464348E+000, 1.1220434E+000, 1.9040191E+000, 1.1540090E+000, 9.2351797E-001, 7.2785932E-001, 1.3554755E+000, 9.8696539E-001, 8.4137382E-001, 5.9939324E-001
 6.5002401E+000, 3.2741469E+001, 4.4968359E+001, 2.9223943E+001, 1.2878040E+001, 2.5696175E+001, 1.7322609E+001, 9.6252625E+000, 4.1711627E+000, 1.6792185E+001, 1.0561426E+001, 6.8237890E+000, 2.4195750E+000, 9.3628270E+000, 5.0556464E+000, 3.6122816E+000, 1.5167466E+000, 3.8943294E+000, 2.2023607E+000, 1.2064717E+000, 6.9569903E-001, 1.6204838E+000, 1.1027221E+000, 7.3018737E-001, 4.5976335E-001, 1.1217143E+000, 7.8671070E-001, 5.1721730E-001, 3.0043601E-001
 7.0005642E+000, 3.4708077E+001, 4.2846515E+001, 3.5208908E+001, 1.3121113E+001, 2.5586489E+001, 2.1389846E+001, 1.2259952E+001, 5.0263248E+000, 1.1215001E+001, 1.1102920E+001, 9.9409705E+000, 5.1762072E+000, 5.3905940E+000, 6.1532378E+000, 4.8159697E+000, 2.7719037E+000, 2.2770658E+000, 3.7213310E+000, 3.6768404E+000, 1.9534920E+000, 1.2150193E+000, 1.7759860E+000, 1.7219223E+000, 9.6750337E-001, 9.3703247E-001, 7.6448599E-001, 7.3083454E-001, 6.6814699E-001
 7.5002570E+000, 3.3529907E+001, 4.1588809E+001, 3.1971944E+001, 1.5225220E+001, 3.1738926E+001, 1.9452967E+001, 1.0883305E+001, 5.2123255E+000, 1.1503285E+001, 9.8523859E+000, 9.0773367E+000, 3.9984526E+000, 4.8073793E+000, 5.0802893E+000, 7.4226563E+000, 5.4809045E+000, 1.8287298E+000, 1.9917859E+000, 2.4128925E+000, 2.1954936E+000, 1.1154063E+000, 1.1124294E+000, 1.4240605E+000, 1.4177497E+000, 8.8389451E-001, 1.0323461E+000, 8.6653663E-001, 1.0206124E+000
 8.0002074E+000, 2.7860580E+001, 4.5772921E+001, 3.5869128E+001, 1.2957141E+001, 3.0473069E+001, 2.7620763E+001, 1.5907268E+001, 6.0245559E+000, 1.7827002E+001, 1.2950133E+001, 8.6254785E+000, 3.9966451E+000, 1.0193585E+001, 5.7276598E+000, 3.9116843E+000, 1.8202041E+000, 4.0805954E+000, 3.1312379E+000, 2.1463043E+000, 1.3516813E+000, 2.3861325E+000, 2.2249142E+000, 1.5668082E+000, 1.0526364E+000, 1.6648252E+000, 1.4514090E+000, 1.2669778E+000, 8.0101209E-001
 8.5000734E+000, 3.3249329E+001, 4.6929223E+001, 3.8630769E+001, 1.5370211E+001, 3.6587588E+001, 2.2618631E+001, 1.2660143E+001, 4.9967330E+000, 2.4832063E+001, 1.3803323E+001, 9.2919792E+000, 4.0301531E+000, 1.3531522E+001, 1.0030947E+001, 6.4831224E+000, 2.5342894E+000, 6.2006774E+000, 5.2055838E+000, 4.0422328E+000, 1.8593532E+000, 2.8706293E+000, 2.7760648E+000, 1.9781666E+000, 1.5432746E+000, 1.7543855E+000, 1.9110757E+000, 1.3850278E+000, 1.2220701E+000
 9.0000608E+000, 3.3708177E+001, 4.4391104E+001, 4.1396074E+001, 1.4376560E+001, 3.8890974E+001, 2.5412599E+001, 1.0677664E+001, 4.5701892E+000, 2.6257520E+001, 1.5263132E+001, 8.7289895E+000, 4.4189777E+000, 1.5918751E+001, 8.6644496E+000, 5.2667582E+000, 2.1159943E+000, 8.6544308E+000, 3.8988691E+000, 2.5374015E+000, 1.5099635E+000, 3.1862658E+000, 2.3848684E+000, 1.8131868E+000, 1.3116322E+000, 1.8293157E+000, 1.5633157E+000, 1.3458504E+000, 1.3432614E+000
 9.5001133E+000, 3.4812308E+001, 4.7038825E+001, 3.7569981E+001, 1.5306401E+001, 4.0117593E+001, 2.4996968E+001, 1.3791210E+001, 5.5588278E+000, 2.3534880E+001, 1.6165637E+001, 8.8909221E+000, 3.3242693E+000, 1.2402339E+001, 7.0141816E+000, 4.2819064E+000, 2.0494101E+000, 6.4158463E+000, 3.7296493E+000, 2.3730678E+000, 1.2971440E+000, 3.1271246E+000, 2.2409728E+000, 1.4568325E+000, 1.1047043E+000, 2.1789200E+000, 1.4989680E+000, 1.1287579E+000, 8.3881804E-001
 1.0000360E+001, 3.3329145E+001, 4.4607702E+001, 3.5067797E+001, 1.5829044E+001, 3.9038374E+001, 2.6467643E+001, 1.3110413E+001, 5.6691308E+000, 2.2474409E+001, 1.3308657E+001, 7.3239240E+000, 4.9099159E+000, 1.5367713E+001, 1.2016321E+001, 6.0003483E+000, 2.6566796E+000, 1.0390432E+001, 1.0730763E+001, 8.2473308E+000, 3.9779890E+000, 6.2314670E+000, 6.0837609E+000, 3.9641553E+000, 1.6237287E+000, 2.3480562E+000, 1.5732918E+000, 1.1870595E+000, 7.8646783E-001
 1.0500451E+001, 3.4624392E+001, 4.6400824E+001, 3.7079800E+001, 1.7365634E+001, 3.4681781E+001, 2.0830522E+001, 1.2306299E+001, 5.9714288E+000, 1.8584618E+001, 1.2378642E+001, 8.7652070E+000, 4.3105115E+000, 1.1322940E+001, 9.2019467E+000, 5.8962223E+000, 3.6742028E+000, 8.8095323E+000, 4.7525611E+000, 3.3173292E+000, 1.7037461E+000, 6.7797427E+000, 4.3042676E+000, 3.5947278E+000, 2.7977580E+000, 3.7375375E+000, 2.8843718E+000, 2.3712755E+000, 1.8398983E+000
 1.1000396E+001, 3.5070707E+001, 4.8797708E+001, 4.1005256E+001, 1.5904474E+001, 3.1685371E+001, 2.5727603E+001, 1.8615786E+001, 7.6295126E+000, 1.6666044E+001, 1.3849242E+001, 1.1457245E+001, 5.2381705E+000, 8.2070155E+000, 8.8847369E+000, 7.9198654E+000, 5.9273120E+000, 4.9221441E+000, 6.0940099E+000, 5.1470137E+000, 3.1345046E+000, 3.6706079E+000, 3.8987356E+000, 2.5686691E+000, 1.5402956E+000, 3.0645919E+000, 2.3847176E+000, 1.4271818E+000, 1.0987372E+000
 1.1500703E+001, 3.2912044E+001, 4.9503727E+001, 4.3619847E+001, 1.6337125E+001, 4.3886504E+001, 3.2650293E+001, 2.1411866E+001, 9.1227849E+000, 2.4658677E+001, 2.1103636E+001, 1.6824039E+001, 1.0651589E+001, 1.0416643E+001, 9.8165877E+000, 8.6315720E+000, 4.7308453E+000, 4.2593466E+000, 3.9299409E+000, 3.5743318E+000, 1.8378715E+000, 1.9788413E+000, 1.6158069E+000, 1.2471360E+000, 9.1597928E-001, 1.3767169E+000, 1.0732486E+000, 9.7364290E-001, 6.9410978E-001
 1.2000272E+001, 3.3764205E+001, 4.7956142E+001, 4.2764638E+001, 1.4651029E+001, 4.1642883E+001, 2.5440582E+001, 1.3060637E+001, 7.2165847E+000, 2.6074104E+001, 1.5892064E+001, 1.1333774E+001, 3.9266314E+000, 1.7557848E+001, 1.2924799E+001, 8.0642241E+000, 3.2245078E+000, 9.4962547E+000, 4.6534168E+000, 2.8749841E+000, 1.3257954E+000, 3.9609112E+000, 2.0373588E+000, 1.4464535E+000, 8.1871200E-001, 2.3975158E+000, 1.5676427E+000, 1.0846956E+000, 6.0152197E-001
 1.2500167E+001, 3.4221821E+001, 4.9388288E+001, 4.1578270E+001, 1.6819275E+001, 3.5508386E+001, 2.7066110E+001, 1.5172701E+001, 7.0930389E+000, 2.0156653E+001, 1.3318616E+001, 9.1379449E+000, 5.0964375E+000, 1.3321119E+001, 1.1572315E+001, 1.0675490E+001, 4.5495169E+000, 1.1492678E+001, 1.2411815E+001, 9.3461891E+000, 4.5550648E+000, 7.7576642E+000, 7.4438566E+000, 6.2395870E+000, 2.2116518E+000, 3.7219964E+000, 3.1076430E+000, 3.0534477E+000, 1.3070083E+000
 1.3000170E+001, 3.6274793E+001, 4.9337835E+001, 4.4323234E+001, 2.1773525E+001, 3.2720624E+001, 2.1463468E+001, 1.4854311E+001, 7.1719441E+000, 1.7698333E+001, 1.4340439E+001, 9.3923777E+000, 5.0572227E+000, 1.1630151E+001, 9.7887844E+000, 6.7473248E+000, 4.5803330E+000, 9.3109915E+000, 7.7555147E+000, 5.0313541E+000, 3.0731486E+000, 7.0623424E+000, 5.0789898E+000, 3.9962617E+000, 2.6442924E+000, 5.0487756E+000, 3.8549246E+000, 3.6079771E+000, 1.8807272E+000
 1.3500316E+001, 3.6369890E+001, 4.9514344E+001, 3.8287176E+001, 1.7929481E+001, 3.8627882E+001, 2.8752838E+001, 2.2843476E+001, 1.0607875E+001, 1.7043230E+001, 1.2658192E+001, 1.3610954E+001, 6.0999587E+000, 7.1354686E+000, 5.2193384E+000, 4.7605401E+000, 3.5216718E+000, 3.1847351E+000, 3.0785085E+000, 2.6181357E+000, 2.2131769E+000, 2.0461844E+000, 1.7189347E+000, 1.6492096E+000, 1.4539389E+000, 1.5276527E+000, 1.3287772E+000, 1.3119478E+000, 1.1464378E+000
 1.4000173E+001, 3.2562662E+001, 4.9806346E+001, 4.1968995E+001, 2.0137621E+001, 3.6176942E+001, 3.1225717E+001, 2.0070961E+001, 7.5544361E+000, 2.4560955E+001, 1.8052115E+001, 1.4680343E+001, 8.8133610E+000, 1.5264443E+001, 1.0760318E+001, 9.3864452E+000, 4.5872779E+000, 7.8638335E+000, 4.4177193E+000, 3.0469929E+000, 1.9358746E+000, 4.0949246E+000, 2.2228099E+000, 1.6769415E+000, 1.1428841E+000, 2.6370598E+000, 1.6287384E+000, 1.0014414E+000, 8.3783512E-001
 1.4500124E+001, 3.5025848E+001, 5.0194463E+001, 4.3920957E+001, 1.5792596E+001, 4.5611493E+001, 2.4980660E+001, 1.6772832E+001, 6.6558952E+000, 2.4816948E+001, 1.5703914E+001, 8.6642200E+000, 4.4155210E+000, 1.6850811E+001, 1.0649447E+001, 6.5695732E+000, 3.9813123E+000, 1.1323246E+001, 6.8178562E+000, 4.3966472E+000, 2.2005655E+000, 6.5231047E+000, 3.3724078E+000, 2.1902742E+000, 1.3814605E+000, 3.4213683E+000, 1.9004679E+000, 1.4539672E+000, 7.6736551E-001
 1.5000639E+001, 3.7706557E+001, 5.3022680E+001, 4.6335526E+001, 2.0458522E+001, 3.7149342E+001, 3.1742220E+001, 1.5502469E+001, 6.3412336E+000, 2.2426816E+001, 1.5602981E+001, 8.6474207E+000, 4.6137343E+000, 1.4240881E+001, 8.9202517E+000, 4.7802626E+000, 2.5431165E+000, 7.7751697E+000, 5.3785024E+000, 3.6592288E+000, 1.8571488E+000, 4.8579158E+000, 3.5221441E+000, 2.4223316E+000, 1.4361743E+000, 2.8187395E+000, 2.1214066E+000, 1.6137638E+000, 1.0929352E+000
 1.5500025E+001, 3.3667323E+001, 4.9462388E+001, 4.0358810E+001, 2.1465597E+001, 4.5116640E+001, 3.2427587E+001, 1.9826777E+001, 7.1058012E+000, 2.9462655E+001, 1.7119277E+001, 1.0449524E+001, 4.5182800E+000, 1.7558970E+001, 1.1451906E+001, 6.8489975E+000, 3.1309435E+000, 1.1491875E+001, 8.7256162E+000, 5.9716204E+000, 2.4660586E+000, 7.7479710E+000, 6.5770291E+000, 4.6912198E+000, 2.2959305E+000, 5.8767856E+000, 4.6101743E+000, 3.2864557E+000, 1.8236380E+000
 1.6000284E+001, 3.6599505E+001, 4.8089894E+001, 3.7699736E+001, 2.0791719E+001, 4.5922808E+001, 2.9747787E+001, 1.9865532E+001, 7.4045829E+000, 2.9549531E+001, 2.2755924E+001, 1.7326654E+001, 6.4150018E+000, 1.9518033E+001, 1.6963593E+001, 1.6355874E+001, 7.0270594E+000, 1.4663393E+001, 1.0851234E+001, 7.3445310E+000, 3.8176640E+000, 1.0022906E+001, 7.6766169E+000, 4.5603892E+000, 2.2257236E+000, 5.1408336E+000, 4.8135177E+000, 2.8255859E+000, 1.4380059E+000
 1.6500440E+001, 3.7083826E+001, 5.1347677E+001, 3.6526915E+001, 2.8075813E+001, 4.7673031E+001, 3.3395840E+001, 1.7158599E+001, 8.4467444E+000, 2.8495964E+001, 1.8286647E+001, 1.2746949E+001, 5.6291503E+000, 1.6842102E+001, 1.5340875E+001, 1.2824531E+001, 7.3517073E+000, 1.2046159E+001, 1.3465234E+001, 9.9773959E+000, 5.0030663E+000, 8.4326732E+000, 8.0892564E+000, 6.1381145E+000, 3.5601201E+000, 5.5662089E+000, 3.7632185E+000, 3.0847796E+000, 1.8412557E+000
 1.7000315E+001, 3.5515157E+001, 5.0791807E+001, 4.1948177E+001, 2.4355333E+001, 4.6774890E+001, 2.8441927E+001, 1.4862856E+001, 6.4306885E+000, 2.4401483E+001, 1.5556918E+001, 1.0955428E+001, 4.2312705E+000, 1.3058160E+001, 1.0453504E+001, 8.4127648E+000, 4.1553880E+000, 6.7654350E+000, 8.1260576E+000, 6.5977647E+000, 3.3738257E+000, 4.9972929E+000, 5.8365884E+000, 4.4737738E+000, 2.9956446E+000, 5.1843458E+000, 4.4391285E+000, 2.8666308E+000, 1.5625598E+000
 1.7500106E+001, 4.0451007E+001, 5.0209127E+001, 4.2174593E+001, 1.9885360E+001, 4.7665301E+001, 3.0823200E+001, 2.1529483E+001, 9.2720173E+000, 2.7188174E+001, 1.7711206E+001, 1.4065322E+001, 8.0205241E+000, 1.3935524E+001, 1.1485567E+001, 9.9176764E+000, 7.0625697E+000, 8.3001218E+000, 7.8392432E+000, 7.1839564E+000, 5.8454458E+000, 6.6627808E+000, 5.9370673E+000, 5.1520694E+000, 4.2999949E+000, 4.3531404E+000, 4.2273389E+000, 2.8645501E+000, 2.0818434E+000
 1.8000338E+001, 3.9459344E+001, 4.4691626E+001, 4.2228753E+001, 2.0003569E+001, 5.1175514E+001, 3.3903363E+001, 2.0315700E+001, 1.0400372E+001, 3.0142685E+001, 1.9440343E+001, 1.6010583E+001, 9.9119807E+000, 1.7163065E+001, 1.2980513E+001, 1.2045219E+001, 9.6792738E+000, 1.0400540E+001, 9.1023062E+000, 8.8151674E+000, 7.7469826E+000, 8.0020392E+000, 7.5031942E+000, 6.3532870E+000, 3.9971356E+000, 5.9613706E+000, 5.2206342E+000, 3.0949013E+000, 2.3234422E+000
 1.8500326E+001, 3.9256099E+001, 5.0477652E+001, 4.1229561E+001, 2.6997569E+001, 4.7624055E+001, 2.5989868E+001, 1.7001639E+001, 9.2860020E+000, 3.2087373E+001, 2.0495354E+001, 1.4186002E+001, 9.5003597E+000, 2.4632672E+001, 1.5466711E+001, 9.5970237E+000, 4.8396653E+000, 1.5160449E+001, 1.0048584E+001, 6.8719973E+000, 3.5519052E+000, 6.7296518E+000, 5.6708684E+000, 5.2303813E+000, 3.6752971E+000, 3.6078416E+000, 2.9239924E+000, 2.3742118E+000, 1.6039024E+000
 1.9000353E+001, 3.7636585E+001, 5.0157525E+001, 4.1304018E+001, 2.6964568E+001, 4.5869223E+001, 3.0090360E+001, 1.8846790E+001, 8.8436606E+000, 2.3500552E+001, 1.8825422E+001, 1.2315907E+001, 5.9796652E+000, 1.3991157E+001, 1.2423900E+001, 1.1889606E+001, 6.0940392E+000, 1.1334704E+001, 9.2911630E+000, 6.6481404E+000, 2.8803143E+000, 9.1652599E+000, 5.2424518E+000, 3.3848122E+000, 2.3156245E+000, 5.5471102E+000, 3.6105611E+000, 2.2983816E+000, 1.3770628E+000
 1.9500286E+001, 3.5800583E+001, 5.3296303E+001, 4.3174143E+001, 2.2675983E+001, 4.9064778E+001, 3.3083727E+001, 2.3499317E+001, 1.5670362E+001, 2.8302949E+001, 2.2141079E+001, 1.6748910E+001, 1.0923671E+001, 1.4279982E+001, 1.1374812E+001, 9.2102901E+000, 7.1633287E+000, 8.0197182E+000, 7.9653759E+000, 6.4442136E+000, 5.8680149E+000, 3.5493485E+000, 4.7307349E+000, 5.2695767E+000, 4.7935384E+000, 1.9132769E+000, 2.2322424E+000, 2.8207901E+000, 3.2838602E+000
 2.0000523E+001, 3.8113628E+001, 5.1132909E+001, 4.2556233E+001, 2.2795810E+001, 4.9536689E+001, 3.2366940E+001, 2.1081530E+001, 1.2021365E+001, 3.2067273E+001, 2.2953302E+001, 1.6517745E+001, 8.9101781E+000, 1.9450365E+001, 1.4628337E+001, 1.2299099E+001, 3.9721720E+000, 1.2045734E+001, 9.7689724E+000, 8.2651623E+000, 3.7000230E+000, 7.9566371E+000, 6.8908910E+000, 5.9886547E+000, 3.0840123E+000, 5.2103168E+000, 4.9702829E+000, 3.8267909E+000, 1.7429574E+000
 2.0500173E+001, 3.9279463E+001, 4.9810956E+001, 4.3898305E+001, 2.2384174E+001, 4.7034632E+001, 2.9774906E+001, 1.6802995E+001, 7.0430587E+000, 3.2278836E+001, 2.0775612E+001, 1.2429183E+001, 6.9878638E+000, 2.0636271E+001, 1.8198934E+001, 1.2495805E+001, 5.9096852E+000, 1.3381280E+001, 9.6698280E+000, 6.1933226E+000, 3.9217193E+000, 7.0091099E+000, 4.5265613E+000, 2.8089418E+000, 1.6680543E+000, 3.5144438E+000, 2.2647689E+000, 1.5281593E+000, 9.8661976E-001
 2.1000343E+001, 3.6875857E+001, 4.9855382E+001, 4.3858767E+001, 2.3246884E+001, 5.2384361E+001, 3.6550987E+001, 2.6305212E+001, 1.1041928E+001, 3.1191668E+001, 2.0895752E+001, 1.7118992E+001, 8.8331988E+000, 1.6247815E+001, 1.2629292E+001, 1.0989370E+001, 1.0026303E+001, 8.4901294E+000, 9.0593349E+000, 8.2961842E+000, 8.3007532E+000, 5.4538557E+000, 6.8021454E+000, 6.0323769E+000, 3.9491006E+000, 3.2341126E+000, 3.7697225E+000, 3.1306075E+000, 1.7578624E+000
 2.1500466E+001, 3.7997350E+001, 4.8263562E+001, 4.0857306E+001, 2.7231671E+001, 4.8366227E+001, 3.5102224E+001, 2.0381938E+001, 6.8481798E+000, 3.5498439E+001, 2.5942138E+001, 1.2442831E+001, 5.9940059E+000, 2.1415833E+001, 1.7113735E+001, 1.1642125E+001, 5.4684215E+000, 1.1952354E+001, 1.0994620E+001, 9.1062045E+000, 5.4411570E+000, 8.2222925E+000, 7.6581980E+000, 5.4621325E+000, 4.7382353E+000, 5.4269903E+000, 4.1814399E+000, 3.3292355E+000, 2.9737508E+000
 2.2000224E+001, 3.9690857E+001, 5.1109330E+001, 4.3519619E+001, 1.9453515E+001, 5.5764730E+001, 3.5250281E+001, 1.8614053E+001, 9.0823481E+000, 3.7393846E+001, 2.3779040E+001, 1.4118109E+001, 5.7983028E+000, 2.4364479E+001, 1.6260933E+001, 9.9238036E+000, 4.7295455E+000, 1.4790099E+001, 1.3589981E+001, 8.3647100E+000, 4.8407220E+000, 9.1347077E+000, 8.8764323E+000, 4.8421619E+000, 2.9017751E+000, 6.4141845E+000, 5.7675999E+000, 3.2015242E+000, 1.5799553E+000
 2.2500272E+001, 4.1431882E+001, 5.0151921E+001, 4.5436560E+001, 2.2407018E+001, 5.1896118E+001, 3.2694424E+001, 2.0785474E+001, 9.2306991E+000, 3.2469691E+001, 2.4532406E+001, 1.9095480E+001, 9.3381768E+000, 1.9223110E+001, 1.5475522E+001, 1.3424255E+001, 7.0082345E+000, 1.3108525E+001, 7.5200350E+000, 4.4586660E+000, 2.4691293E+000, 1.0657904E+001, 6.0265034E+000, 3.3254903E+000, 1.9270585E+000, 7.1931096E+000, 5.1177886E+000, 3.2431117E+000, 1.7570501E+000
