s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 9.000E+01, 5.005E+02,-1.678E+02,-2.995E+02,-2.480E+01, 2.733E-01, 0.000E+00, 0.000E+00, 1.071E+01, 8.690E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.539E-02
 9.200E+01, 5.828E+02,-1.953E+02,-3.459E+02,-2.605E+01, 2.669E-01, 0.000E+00, 0.000E+00, 1.773E+01, 1.572E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.818E-02
 9.400E+01, 6.480E+02,-2.164E+02,-4.001E+02,-2.804E+01, 2.359E-01, 0.000E+00, 0.000E+00, 5.772E+00, 3.673E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.070E-02
 9.600E+01, 7.476E+02,-2.525E+02,-4.742E+02,-3.021E+01, 1.649E-01, 0.000E+00, 0.000E+00,-6.730E+00,-9.202E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.416E-02
 9.800E+01, 8.436E+02,-2.830E+02,-5.118E+02,-3.026E+01, 1.709E-01, 0.000E+00, 0.000E+00, 2.107E+01, 1.865E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.714E-02
 1.000E+02, 9.483E+02,-3.175E+02,-6.024E+02,-3.333E+01, 1.527E-01, 0.000E+00, 0.000E+00,-2.494E+00,-4.727E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.140E-02
 1.020E+02, 1.120E+03,-3.782E+02,-6.732E+02,-3.679E+01, 1.577E-01, 0.000E+00, 0.000E+00, 3.409E+01, 3.164E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.755E-02
 1.040E+02, 1.260E+03,-4.286E+02,-7.983E+02,-3.749E+01, 1.122E-01, 0.000E+00, 0.000E+00,-3.040E+00,-4.289E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.354E-02
 1.060E+02, 1.477E+03,-5.046E+02,-9.289E+02,-3.864E+01, 5.563E-03, 0.000E+00, 0.000E+00, 3.304E+00, 4.707E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.075E-02
 1.080E+02, 1.625E+03,-5.473E+02,-1.033E+03,-3.942E+01,-3.541E-02, 0.000E+00, 0.000E+00, 1.892E+00, 5.155E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.686E-02
 1.100E+02, 1.763E+03,-5.947E+02,-1.106E+03,-3.854E+01,-2.012E-02, 0.000E+00, 0.000E+00, 2.314E+01, 2.416E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.146E-02
 1.120E+02, 1.863E+03,-6.346E+02,-1.184E+03,-4.025E+01,-1.088E-02, 0.000E+00, 0.000E+00, 3.865E+00, 4.033E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.649E-02
 1.140E+02, 2.044E+03,-7.053E+02,-1.282E+03,-4.094E+01,-8.610E-02, 0.000E+00, 0.000E+00, 1.087E+01, 1.555E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 7.445E-02
 1.160E+02, 2.238E+03,-7.711E+02,-1.398E+03,-3.968E+01,-1.350E-01, 0.000E+00, 0.000E+00, 2.463E+01, 2.850E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.191E-02
 1.180E+02, 2.253E+03,-7.781E+02,-1.461E+03,-3.940E+01,-1.385E-01, 0.000E+00, 0.000E+00,-2.743E+01,-2.528E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.355E-02
 1.200E+02, 2.360E+03,-8.131E+02,-1.470E+03,-4.320E+01,-1.177E-01, 0.000E+00, 0.000E+00, 2.543E+01, 3.351E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.752E-02
 1.220E+02, 2.349E+03,-7.990E+02,-1.510E+03,-4.254E+01,-9.310E-02, 0.000E+00, 0.000E+00,-8.476E+00,-2.849E+00, 0.000E+00, 1.278E-03, 0.000E+00, 0.000E+00, 8.807E-02
 1.240E+02, 2.320E+03,-7.966E+02,-1.479E+03,-4.143E+01,-9.437E-02, 0.000E+00, 0.000E+00,-3.587E+00, 2.746E+00, 0.000E+00, 1.067E-03, 0.000E+00, 0.000E+00, 8.858E-02
 1.260E+02, 2.393E+03,-8.238E+02,-1.517E+03,-4.262E+01,-1.180E-01, 0.000E+00, 0.000E+00, 1.440E+00, 9.752E+00, 0.000E+00, 8.562E-04, 0.000E+00, 0.000E+00, 9.215E-02
 1.280E+02, 2.385E+03,-8.226E+02,-1.506E+03,-4.394E+01,-1.154E-01, 0.000E+00, 0.000E+00, 4.681E+00, 1.239E+01, 0.000E+00, 6.454E-04, 0.000E+00, 0.000E+00, 9.010E-02
 1.300E+02, 2.392E+03,-8.160E+02,-1.542E+03,-4.019E+01,-1.493E-01, 0.000E+00, 0.000E+00,-1.043E+01,-6.129E+00, 0.000E+00, 4.347E-04, 0.000E+00, 0.000E+00, 9.128E-02
 1.320E+02, 2.345E+03,-8.001E+02,-1.491E+03,-4.293E+01,-1.696E-01, 0.000E+00, 0.000E+00, 7.320E+00, 1.135E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 8.927E-02
 1.340E+02, 2.382E+03,-8.218E+02,-1.512E+03,-4.221E+01,-1.808E-01, 0.000E+00, 0.000E+00, 1.081E+00, 5.999E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.142E-02
 1.360E+02, 2.459E+03,-8.561E+02,-1.536E+03,-4.099E+01,-1.920E-01, 0.000E+00, 0.000E+00, 2.052E+01, 2.602E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.618E-02
 1.380E+02, 2.526E+03,-8.756E+02,-1.632E+03,-4.424E+01,-1.987E-01, 0.000E+00, 0.000E+00,-3.287E+01,-2.558E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.879E-02
 1.400E+02, 2.555E+03,-8.766E+02,-1.596E+03,-4.289E+01,-1.951E-01, 0.000E+00, 0.000E+00, 3.147E+01, 3.898E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.908E-02
 1.420E+02, 2.491E+03,-8.506E+02,-1.598E+03,-4.484E+01,-1.818E-01, 0.000E+00, 0.000E+00,-8.423E+00,-2.967E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.667E-02
 1.440E+02, 2.535E+03,-8.756E+02,-1.601E+03,-4.493E+01,-1.944E-01, 0.000E+00, 0.000E+00, 5.165E+00, 1.340E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.925E-02
 1.460E+02, 2.615E+03,-9.106E+02,-1.638E+03,-4.285E+01,-2.053E-01, 0.000E+00, 0.000E+00, 1.491E+01, 2.279E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.038E-01
 1.480E+02, 2.627E+03,-9.118E+02,-1.686E+03,-4.250E+01,-2.099E-01, 0.000E+00, 0.000E+00,-2.012E+01,-1.395E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.057E-01
 1.500E+02, 2.654E+03,-9.042E+02,-1.691E+03,-4.366E+01,-2.148E-01, 0.000E+00, 0.000E+00, 5.962E+00, 1.511E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.066E-01
 1.520E+02, 2.610E+03,-9.022E+02,-1.643E+03,-4.517E+01,-2.010E-01, 0.000E+00, 0.000E+00, 1.042E+01, 1.948E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.021E-01
 1.540E+02, 2.646E+03,-9.254E+02,-1.682E+03,-4.348E+01,-2.162E-01, 0.000E+00, 0.000E+00,-1.326E+01,-5.296E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.057E-01
 1.560E+02, 2.674E+03,-9.296E+02,-1.706E+03,-4.283E+01,-2.162E-01, 0.000E+00, 0.000E+00,-1.676E+01,-4.289E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.080E-01
 1.580E+02, 2.693E+03,-9.396E+02,-1.663E+03,-4.384E+01,-2.217E-01, 0.000E+00, 0.000E+00, 3.457E+01, 4.666E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.109E-01
 1.600E+02, 2.781E+03,-9.586E+02,-1.785E+03,-4.343E+01,-2.214E-01, 0.000E+00, 0.000E+00,-1.464E+01,-6.716E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.124E-01
 1.620E+02, 2.683E+03,-9.272E+02,-1.696E+03,-4.572E+01,-2.117E-01, 0.000E+00, 0.000E+00, 3.292E+00, 1.403E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.080E-01
 1.640E+02, 2.706E+03,-9.300E+02,-1.732E+03,-4.353E+01,-2.236E-01, 0.000E+00, 0.000E+00,-8.439E+00,-9.700E-02, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.111E-01
 1.660E+02, 2.780E+03,-9.644E+02,-1.762E+03,-4.101E+01,-2.198E-01, 0.000E+00, 0.000E+00, 5.945E+00, 1.283E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.113E-01
 1.680E+02, 2.740E+03,-9.568E+02,-1.751E+03,-3.966E+01,-2.290E-01, 0.000E+00, 0.000E+00,-1.421E+01,-7.212E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.140E-01
 1.700E+02, 2.765E+03,-9.549E+02,-1.732E+03,-4.345E+01,-2.242E-01, 0.000E+00, 0.000E+00, 2.335E+01, 3.475E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.132E-01
 1.720E+02, 2.760E+03,-9.476E+02,-1.774E+03,-4.290E+01,-2.187E-01, 0.000E+00, 0.000E+00,-1.037E+01,-4.786E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.115E-01
 1.740E+02, 2.764E+03,-9.633E+02,-1.750E+03,-4.394E+01,-2.250E-01, 0.000E+00, 0.000E+00, 1.784E-03, 7.466E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.127E-01
 1.760E+02, 2.798E+03,-9.801E+02,-1.764E+03,-4.324E+01,-2.358E-01, 0.000E+00, 0.000E+00, 2.125E+00, 1.021E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.161E-01
 1.780E+02, 2.831E+03,-9.735E+02,-1.805E+03,-4.201E+01,-2.401E-01, 0.000E+00, 0.000E+00,-5.299E-01, 1.012E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.182E-01
 1.800E+02, 2.873E+03,-9.883E+02,-1.805E+03,-4.402E+01,-2.347E-01, 0.000E+00, 0.000E+00, 2.509E+01, 3.604E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.143E-01
 1.820E+02, 2.820E+03,-9.868E+02,-1.793E+03,-4.562E+01,-2.349E-01, 0.000E+00, 0.000E+00,-1.802E+01,-5.679E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.136E-01
 1.840E+02, 2.825E+03,-9.805E+02,-1.785E+03,-4.405E+01,-2.428E-01, 0.000E+00, 0.000E+00, 3.180E+00, 1.514E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.158E-01
 1.860E+02, 2.774E+03,-9.632E+02,-1.762E+03,-4.319E+01,-2.386E-01, 0.000E+00, 0.000E+00,-6.614E+00, 5.295E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.158E-01
 1.880E+02, 2.787E+03,-9.667E+02,-1.770E+03,-4.044E+01,-2.408E-01, 0.000E+00, 0.000E+00, 2.417E+00, 1.003E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.165E-01
 1.900E+02, 2.777E+03,-9.635E+02,-1.743E+03,-4.386E+01,-2.591E-01, 0.000E+00, 0.000E+00, 1.336E+01, 2.633E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.188E-01
 1.920E+02, 2.807E+03,-9.718E+02,-1.808E+03,-4.410E+01,-2.527E-01, 0.000E+00, 0.000E+00,-2.634E+01,-1.741E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.165E-01
 1.940E+02, 2.764E+03,-9.621E+02,-1.731E+03,-4.570E+01,-2.545E-01, 0.000E+00, 0.000E+00, 1.075E+01, 2.432E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.156E-01
 1.960E+02, 2.851E+03,-9.957E+02,-1.779E+03,-4.180E+01,-2.664E-01, 0.000E+00, 0.000E+00, 2.347E+01, 3.509E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.202E-01
 1.980E+02, 2.940E+03,-1.032E+03,-1.885E+03,-4.239E+01,-2.711E-01, 0.000E+00, 0.000E+00,-3.004E+01,-1.926E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.241E-01
 2.000E+02, 2.891E+03,-1.004E+03,-1.834E+03,-4.361E+01,-2.834E-01, 0.000E+00, 0.000E+00, 2.636E-01, 8.659E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.213E-01
 2.020E+02, 2.871E+03,-9.917E+02,-1.804E+03,-4.391E+01,-2.731E-01, 0.000E+00, 0.000E+00, 1.820E+01, 3.042E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.201E-01
 2.040E+02, 2.899E+03,-1.011E+03,-1.833E+03,-4.466E+01,-2.945E-01, 0.000E+00, 0.000E+00,-2.159E+00, 1.027E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.189E-01
 2.060E+02, 2.836E+03,-9.985E+02,-1.785E+03,-4.211E+01,-2.985E-01, 0.000E+00, 0.000E+00,-2.434E+00, 1.074E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.230E-01
 2.080E+02, 2.919E+03,-1.009E+03,-1.846E+03,-4.016E+01,-3.191E-01, 0.000E+00, 0.000E+00, 1.556E+01, 2.307E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.237E-01
 2.100E+02, 2.876E+03,-9.964E+02,-1.843E+03,-4.396E+01,-3.327E-01, 0.000E+00, 0.000E+00,-2.427E+01,-7.938E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.197E-01
 2.120E+02, 2.893E+03,-9.972E+02,-1.826E+03,-4.277E+01,-3.498E-01, 0.000E+00, 0.000E+00, 1.870E+01, 2.730E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.210E-01
 2.140E+02, 2.932E+03,-1.029E+03,-1.848E+03,-4.319E+01,-3.728E-01, 0.000E+00, 0.000E+00, 2.519E-01, 1.227E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.228E-01
 2.160E+02, 2.964E+03,-1.031E+03,-1.885E+03,-4.142E+01,-3.777E-01, 0.000E+00, 0.000E+00,-7.013E+00, 6.083E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.268E-01
 2.180E+02, 2.989E+03,-1.053E+03,-1.879E+03,-4.214E+01,-3.959E-01, 0.000E+00, 0.000E+00, 3.427E+00, 1.489E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.301E-01
 2.200E+02, 3.115E+03,-1.078E+03,-1.986E+03,-4.505E+01,-4.001E-01, 0.000E+00, 0.000E+00,-8.164E+00, 4.862E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.307E-01
 2.220E+02, 3.024E+03,-1.044E+03,-1.916E+03,-4.376E+01,-3.968E-01, 0.000E+00, 0.000E+00, 7.225E+00, 1.983E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.276E-01
 2.240E+02, 3.027E+03,-1.049E+03,-1.903E+03,-4.359E+01,-4.074E-01, 0.000E+00, 0.000E+00, 1.744E+01, 3.089E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.286E-01
 2.260E+02, 2.979E+03,-1.045E+03,-1.899E+03,-4.126E+01,-4.279E-01, 0.000E+00, 0.000E+00,-1.878E+01,-6.271E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.318E-01
