s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.000E+01, 2.109E+01,-6.121E+00,-8.876E+00,-4.213E+00, 3.277E-01, 0.000E+00, 0.000E+00, 2.116E+00, 2.210E+00, 0.000E+00, 4.630E-04, 0.000E+00, 0.000E+00, 6.059E-06
 2.200E+01, 2.392E+01,-6.962E+00,-1.079E+01,-4.721E+00, 3.680E-01, 0.000E+00, 0.000E+00, 1.673E+00, 1.818E+00, 0.000E+00, 5.177E-04, 0.000E+00, 0.000E+00, 2.738E-05
 2.400E+01, 2.805E+01,-8.356E+00,-1.196E+01,-5.204E+00, 4.107E-01, 0.000E+00, 0.000E+00, 2.797E+00, 2.938E+00, 0.000E+00, 5.783E-04, 0.000E+00, 0.000E+00, 7.312E-05
 2.600E+01, 3.125E+01,-9.379E+00,-1.700E+01,-5.448E+00, 4.608E-01, 0.000E+00, 0.000E+00,-3.038E-01,-1.097E-01, 0.000E+00, 6.388E-04, 0.000E+00, 0.000E+00, 8.835E-05
 2.800E+01, 3.440E+01,-1.045E+01,-1.437E+01,-5.952E+00, 5.024E-01, 0.000E+00, 0.000E+00, 3.969E+00, 4.133E+00, 0.000E+00, 6.994E-04, 0.000E+00, 0.000E+00, 1.135E-04
 3.000E+01, 3.908E+01,-1.201E+01,-1.933E+01,-6.342E+00, 5.378E-01, 0.000E+00, 0.000E+00, 1.695E+00, 1.926E+00, 0.000E+00, 7.600E-04, 0.000E+00, 0.000E+00, 1.844E-04
 3.200E+01, 4.395E+01,-1.364E+01,-2.148E+01,-6.962E+00, 5.736E-01, 0.000E+00, 0.000E+00, 2.164E+00, 2.443E+00, 0.000E+00, 8.206E-04, 0.000E+00, 0.000E+00, 2.410E-04
 3.400E+01, 4.903E+01,-1.523E+01,-2.329E+01,-7.572E+00, 6.165E-01, 0.000E+00, 0.000E+00, 3.295E+00, 3.559E+00, 0.000E+00, 8.812E-04, 0.000E+00, 0.000E+00, 3.077E-04
 3.600E+01, 5.473E+01,-1.728E+01,-2.649E+01,-8.167E+00, 6.519E-01, 0.000E+00, 0.000E+00, 3.120E+00, 3.450E+00, 0.000E+00, 9.418E-04, 0.000E+00, 0.000E+00, 4.560E-04
 3.800E+01, 6.517E+01,-2.104E+01,-3.247E+01,-9.337E+00, 7.136E-01, 0.000E+00, 0.000E+00, 2.690E+00, 3.033E+00, 0.000E+00, 1.002E-03, 0.000E+00, 0.000E+00, 7.222E-04
 4.000E+01, 7.664E+01,-2.529E+01,-3.745E+01,-1.013E+01, 7.412E-01, 0.000E+00, 0.000E+00, 3.788E+00, 4.506E+00, 0.000E+00, 1.063E-03, 0.000E+00, 0.000E+00, 1.051E-03
 4.200E+01, 9.138E+01,-3.012E+01,-4.393E+01,-1.224E+01, 7.656E-01, 0.000E+00, 0.000E+00, 5.322E+00, 5.868E+00, 0.000E+00, 1.103E-03, 0.000E+00, 0.000E+00, 1.469E-03
 4.400E+01, 1.067E+02,-3.710E+01,-5.361E+01,-1.204E+01, 7.925E-01, 0.000E+00, 0.000E+00, 4.159E+00, 4.753E+00, 0.000E+00, 1.123E-03, 0.000E+00, 0.000E+00, 2.032E-03
 4.600E+01, 1.237E+02,-4.222E+01,-5.907E+01,-1.405E+01, 7.870E-01, 0.000E+00, 0.000E+00, 8.381E+00, 9.184E+00, 0.000E+00, 1.143E-03, 0.000E+00, 0.000E+00, 2.491E-03
 4.800E+01, 1.432E+02,-5.137E+01,-7.012E+01,-1.555E+01, 8.497E-01, 0.000E+00, 0.000E+00, 6.110E+00, 7.025E+00, 0.000E+00, 1.162E-03, 0.000E+00, 0.000E+00, 3.184E-03
 5.000E+01, 1.648E+02,-5.917E+01,-7.652E+01,-1.659E+01, 8.892E-01, 0.000E+00, 0.000E+00, 1.184E+01, 1.342E+01, 0.000E+00, 1.182E-03, 0.000E+00, 0.000E+00, 4.107E-03
 5.200E+01, 1.935E+02,-6.744E+01,-1.058E+02,-1.932E+01, 8.890E-01, 0.000E+00, 0.000E+00, 3.898E-01, 1.901E+00, 0.000E+00, 1.202E-03, 0.000E+00, 0.000E+00, 4.995E-03
 5.400E+01, 2.247E+02,-8.127E+01,-1.128E+02,-2.111E+01, 9.059E-01, 0.000E+00, 0.000E+00, 8.690E+00, 1.041E+01, 0.000E+00, 1.222E-03, 0.000E+00, 0.000E+00, 6.022E-03
 5.600E+01, 2.621E+02,-9.421E+01,-1.303E+02,-2.394E+01, 9.641E-01, 0.000E+00, 0.000E+00, 1.241E+01, 1.458E+01, 0.000E+00, 1.241E-03, 0.000E+00, 0.000E+00, 7.208E-03
 5.800E+01, 3.049E+02,-1.120E+02,-1.631E+02,-2.699E+01, 9.499E-01, 0.000E+00, 0.000E+00, 1.775E+00, 3.750E+00, 0.000E+00, 1.261E-03, 0.000E+00, 0.000E+00, 8.775E-03
 6.000E+01, 3.412E+02,-1.243E+02,-1.728E+02,-2.958E+01, 9.675E-01, 0.000E+00, 0.000E+00, 1.317E+01, 1.545E+01, 0.000E+00, 1.281E-03, 0.000E+00, 0.000E+00, 1.029E-02
 6.200E+01, 4.143E+02,-1.491E+02,-2.171E+02,-3.430E+01, 9.923E-01, 0.000E+00, 0.000E+00, 1.218E+01, 1.491E+01, 0.000E+00, 1.295E-03, 0.000E+00, 0.000E+00, 1.273E-02
 6.400E+01, 5.055E+02,-1.847E+02,-2.657E+02,-3.765E+01, 9.806E-01, 0.000E+00, 0.000E+00, 1.515E+01, 1.831E+01, 0.000E+00, 1.305E-03, 0.000E+00, 0.000E+00, 1.570E-02
 6.600E+01, 5.732E+02,-2.063E+02,-3.174E+02,-4.104E+01, 9.253E-01, 0.000E+00, 0.000E+00, 6.359E+00, 9.463E+00, 0.000E+00, 1.314E-03, 0.000E+00, 0.000E+00, 1.861E-02
 6.800E+01, 6.984E+02,-2.569E+02,-3.794E+02,-4.577E+01, 9.421E-01, 0.000E+00, 0.000E+00, 1.421E+01, 1.721E+01, 0.000E+00, 1.323E-03, 0.000E+00, 0.000E+00, 2.348E-02
 7.000E+01, 8.892E+02,-3.240E+02,-4.697E+02,-4.960E+01, 9.578E-01, 0.000E+00, 0.000E+00, 4.421E+01, 4.691E+01, 0.000E+00, 1.332E-03, 0.000E+00, 0.000E+00, 2.990E-02
 7.200E+01, 1.034E+03,-3.724E+02,-6.091E+02,-5.343E+01, 8.572E-01, 0.000E+00, 0.000E+00,-2.607E+00,-6.522E-02, 0.000E+00, 1.342E-03, 0.000E+00, 0.000E+00, 3.558E-02
 7.400E+01, 1.261E+03,-4.648E+02,-7.320E+02,-5.353E+01, 9.020E-01, 0.000E+00, 0.000E+00, 7.265E+00, 1.146E+01, 0.000E+00, 1.351E-03, 0.000E+00, 0.000E+00, 4.629E-02
 7.600E+01, 1.627E+03,-5.899E+02,-9.282E+02,-5.476E+01, 8.348E-01, 0.000E+00, 0.000E+00, 5.040E+01, 5.475E+01, 0.000E+00, 1.360E-03, 0.000E+00, 0.000E+00, 5.782E-02
 7.800E+01, 1.926E+03,-6.880E+02,-1.157E+03,-5.420E+01, 7.567E-01, 0.000E+00, 0.000E+00, 1.962E+01, 2.754E+01, 0.000E+00, 1.369E-03, 0.000E+00, 0.000E+00, 7.070E-02
 8.000E+01, 2.179E+03,-7.773E+02,-1.346E+03,-5.450E+01, 6.925E-01, 0.000E+00, 0.000E+00,-6.253E+00, 1.166E+00, 0.000E+00, 1.378E-03, 0.000E+00, 0.000E+00, 8.320E-02
 8.200E+01, 2.400E+03,-8.552E+02,-1.483E+03,-5.495E+01, 6.547E-01, 0.000E+00, 0.000E+00,-1.005E+00, 7.883E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.238E-02
 8.400E+01, 2.556E+03,-9.037E+02,-1.567E+03,-5.478E+01, 6.872E-01, 0.000E+00, 0.000E+00, 2.045E+01, 3.155E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.913E-02
 8.600E+01, 2.690E+03,-9.500E+02,-1.690E+03,-5.211E+01, 6.243E-01, 0.000E+00, 0.000E+00,-1.394E+01,-1.904E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.062E-01
 8.800E+01, 2.741E+03,-9.720E+02,-1.684E+03,-5.176E+01, 6.722E-01, 0.000E+00, 0.000E+00, 2.265E+01, 3.426E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.102E-01
 9.000E+01, 2.841E+03,-1.003E+03,-1.766E+03,-5.191E+01, 6.466E-01, 0.000E+00, 0.000E+00, 6.150E+00, 2.116E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.146E-01
 9.200E+01, 2.862E+03,-1.013E+03,-1.793E+03,-4.913E+01, 6.467E-01, 0.000E+00, 0.000E+00,-6.441E+00, 6.983E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.196E-01
 9.400E+01, 2.834E+03,-1.007E+03,-1.756E+03,-5.052E+01, 6.623E-01, 0.000E+00, 0.000E+00, 7.714E+00, 2.140E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.222E-01
 9.600E+01, 2.943E+03,-1.036E+03,-1.836E+03,-4.971E+01, 6.806E-01, 0.000E+00, 0.000E+00, 8.914E+00, 2.086E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.240E-01
 9.800E+01, 2.922E+03,-1.038E+03,-1.841E+03,-5.273E+01, 6.614E-01, 0.000E+00, 0.000E+00,-2.533E+01,-9.458E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.219E-01
 1.000E+02, 2.905E+03,-1.026E+03,-1.786E+03,-5.167E+01, 6.947E-01, 0.000E+00, 0.000E+00, 2.729E+01, 4.153E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.225E-01
 1.020E+02, 3.032E+03,-1.083E+03,-1.892E+03,-5.363E+01, 6.630E-01, 0.000E+00, 0.000E+00,-1.212E+01, 4.253E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.262E-01
 1.040E+02, 2.947E+03,-1.041E+03,-1.857E+03,-5.044E+01, 6.425E-01, 0.000E+00, 0.000E+00,-1.465E+01,-1.119E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.247E-01
 1.060E+02, 3.033E+03,-1.080E+03,-1.843E+03,-5.203E+01, 7.022E-01, 0.000E+00, 0.000E+00, 4.087E+01, 5.858E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.294E-01
 1.080E+02, 3.035E+03,-1.071E+03,-1.934E+03,-5.030E+01, 6.786E-01, 0.000E+00, 0.000E+00,-3.315E+01,-1.983E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.308E-01
 1.100E+02, 3.032E+03,-1.073E+03,-1.885E+03,-4.967E+01, 7.090E-01, 0.000E+00, 0.000E+00, 1.120E+01, 2.590E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.330E-01
 1.120E+02, 3.114E+03,-1.096E+03,-1.955E+03,-4.939E+01, 6.758E-01, 0.000E+00, 0.000E+00,-1.521E+00, 1.429E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.340E-01
 1.140E+02, 3.051E+03,-1.097E+03,-1.879E+03,-5.015E+01, 7.218E-01, 0.000E+00, 0.000E+00, 1.058E+01, 2.615E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.341E-01
 1.160E+02, 3.114E+03,-1.122E+03,-1.956E+03,-4.862E+01, 7.532E-01, 0.000E+00, 0.000E+00,-2.881E+01,-1.150E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.390E-01
 1.180E+02, 3.101E+03,-1.095E+03,-1.914E+03,-4.716E+01, 7.241E-01, 0.000E+00, 0.000E+00, 3.229E+01, 4.658E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.375E-01
 1.200E+02, 3.149E+03,-1.120E+03,-1.956E+03,-4.714E+01, 7.388E-01, 0.000E+00, 0.000E+00, 1.365E+01, 2.630E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.395E-01
 1.220E+02, 3.207E+03,-1.139E+03,-2.031E+03,-4.972E+01, 6.757E-01, 0.000E+00, 0.000E+00,-2.574E+01,-1.183E+01, 0.000E+00, 1.311E-03, 0.000E+00, 0.000E+00, 1.419E-01
 1.240E+02, 3.177E+03,-1.120E+03,-1.975E+03,-4.638E+01, 6.642E-01, 0.000E+00, 0.000E+00, 2.116E+01, 3.548E+01, 0.000E+00, 1.166E-03, 0.000E+00, 0.000E+00, 1.409E-01
 1.260E+02, 3.203E+03,-1.144E+03,-2.013E+03,-4.815E+01, 5.198E-01, 0.000E+00, 0.000E+00,-1.480E+01,-1.902E+00, 0.000E+00, 1.021E-03, 0.000E+00, 0.000E+00, 1.442E-01
 1.280E+02, 3.089E+03,-1.092E+03,-1.957E+03,-4.625E+01, 4.033E-01, 0.000E+00, 0.000E+00,-1.708E+01,-6.217E+00, 0.000E+00, 8.759E-04, 0.000E+00, 0.000E+00, 1.389E-01
 1.300E+02, 3.112E+03,-1.093E+03,-1.938E+03,-4.714E+01, 3.222E-01, 0.000E+00, 0.000E+00, 2.009E+01, 3.358E+01, 0.000E+00, 7.310E-04, 0.000E+00, 0.000E+00, 1.387E-01
 1.320E+02, 3.108E+03,-1.097E+03,-1.946E+03,-4.773E+01, 2.730E-01, 0.000E+00, 0.000E+00, 3.433E+00, 1.688E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.379E-01
 1.340E+02, 3.131E+03,-1.111E+03,-1.952E+03,-5.179E+01, 2.619E-01, 0.000E+00, 0.000E+00, 1.204E+00, 1.639E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.351E-01
 1.360E+02, 3.112E+03,-1.102E+03,-1.968E+03,-4.806E+01, 2.561E-01, 0.000E+00, 0.000E+00,-1.888E+01,-5.734E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.368E-01
 1.380E+02, 3.084E+03,-1.087E+03,-1.948E+03,-4.798E+01, 2.468E-01, 0.000E+00, 0.000E+00,-1.044E+01, 2.053E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.349E-01
 1.400E+02, 3.164E+03,-1.120E+03,-1.987E+03,-4.795E+01, 2.269E-01, 0.000E+00, 0.000E+00,-1.711E+00, 9.637E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.406E-01
 1.420E+02, 3.073E+03,-1.089E+03,-1.930E+03,-4.825E+01, 2.383E-01, 0.000E+00, 0.000E+00,-6.622E+00, 5.514E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.369E-01
 1.440E+02, 3.233E+03,-1.152E+03,-1.986E+03,-4.990E+01, 2.661E-01, 0.000E+00, 0.000E+00, 2.878E+01, 4.586E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.406E-01
 1.460E+02, 3.091E+03,-1.089E+03,-1.947E+03,-4.747E+01, 2.455E-01, 0.000E+00, 0.000E+00,-5.958E+00, 7.713E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.398E-01
 1.480E+02, 3.153E+03,-1.116E+03,-1.965E+03,-4.734E+01, 2.550E-01, 0.000E+00, 0.000E+00, 1.241E+01, 2.513E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.434E-01
 1.500E+02, 3.173E+03,-1.124E+03,-1.993E+03,-4.827E+01, 2.436E-01, 0.000E+00, 0.000E+00,-1.214E+01, 6.993E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.441E-01
 1.520E+02, 3.116E+03,-1.105E+03,-1.927E+03,-4.700E+01, 2.622E-01, 0.000E+00, 0.000E+00, 2.072E+01, 3.714E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.423E-01
 1.540E+02, 3.230E+03,-1.131E+03,-2.059E+03,-4.848E+01, 2.533E-01, 0.000E+00, 0.000E+00,-2.307E+01,-8.336E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.430E-01
 1.560E+02, 3.132E+03,-1.093E+03,-1.981E+03,-4.696E+01, 2.507E-01, 0.000E+00, 0.000E+00,-4.906E+00, 1.088E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.428E-01
 1.580E+02, 3.198E+03,-1.133E+03,-1.991E+03,-4.776E+01, 2.556E-01, 0.000E+00, 0.000E+00, 1.279E+01, 2.584E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.422E-01
 1.600E+02, 3.240E+03,-1.146E+03,-2.042E+03,-4.787E+01, 2.492E-01, 0.000E+00, 0.000E+00,-9.587E+00, 3.813E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.449E-01
 1.620E+02, 3.218E+03,-1.146E+03,-1.992E+03,-4.873E+01, 2.583E-01, 0.000E+00, 0.000E+00, 1.350E+01, 3.166E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.438E-01
 1.640E+02, 3.234E+03,-1.142E+03,-2.047E+03,-4.857E+01, 2.495E-01, 0.000E+00, 0.000E+00,-1.932E+01,-4.163E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.460E-01
 1.660E+02, 3.231E+03,-1.156E+03,-1.998E+03,-4.817E+01, 2.413E-01, 0.000E+00, 0.000E+00, 1.376E+01, 2.915E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.466E-01
 1.680E+02, 3.262E+03,-1.156E+03,-2.045E+03,-4.711E+01, 2.202E-01, 0.000E+00, 0.000E+00,-3.378E+00, 1.360E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.466E-01
 1.700E+02, 3.167E+03,-1.122E+03,-1.983E+03,-4.524E+01, 2.286E-01, 0.000E+00, 0.000E+00, 3.897E+00, 1.700E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.483E-01
 1.720E+02, 3.183E+03,-1.127E+03,-1.975E+03,-4.559E+01, 2.140E-01, 0.000E+00, 0.000E+00, 2.053E+01, 3.613E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.474E-01
 1.740E+02, 3.210E+03,-1.146E+03,-2.009E+03,-4.867E+01, 1.992E-01, 0.000E+00, 0.000E+00,-1.455E+01, 6.243E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.458E-01
 1.760E+02, 3.287E+03,-1.168E+03,-2.045E+03,-4.496E+01, 1.884E-01, 0.000E+00, 0.000E+00, 1.427E+01, 2.874E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.498E-01
 1.780E+02, 3.235E+03,-1.157E+03,-2.020E+03,-4.631E+01, 1.385E-01, 0.000E+00, 0.000E+00,-6.067E+00, 1.227E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.493E-01
 1.800E+02, 3.270E+03,-1.181E+03,-2.014E+03,-4.855E+01, 1.204E-01, 0.000E+00, 0.000E+00, 5.166E+00, 2.576E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.516E-01
 1.820E+02, 3.273E+03,-1.172E+03,-2.053E+03,-4.925E+01, 1.206E-01, 0.000E+00, 0.000E+00,-2.093E+01,-1.353E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.469E-01
 1.840E+02, 3.340E+03,-1.189E+03,-2.094E+03,-4.682E+01, 1.425E-01, 0.000E+00, 0.000E+00,-9.830E+00, 1.004E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.535E-01
 1.860E+02, 3.362E+03,-1.182E+03,-2.085E+03,-4.385E+01, 1.312E-01, 0.000E+00, 0.000E+00, 3.332E+01, 5.073E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.591E-01
 1.880E+02, 3.394E+03,-1.215E+03,-2.114E+03,-4.681E+01, 1.061E-01, 0.000E+00, 0.000E+00, 1.097E-01, 1.849E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.602E-01
 1.900E+02, 3.364E+03,-1.207E+03,-2.112E+03,-4.832E+01, 9.270E-02, 0.000E+00, 0.000E+00,-2.563E+01,-2.961E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.583E-01
 1.920E+02, 3.426E+03,-1.215E+03,-2.121E+03,-4.666E+01, 8.869E-02, 0.000E+00, 0.000E+00, 2.338E+01, 4.246E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.622E-01
 1.940E+02, 3.429E+03,-1.218E+03,-2.137E+03,-4.348E+01, 8.126E-02, 0.000E+00, 0.000E+00, 1.517E+01, 3.083E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.651E-01
 1.960E+02, 3.524E+03,-1.268E+03,-2.213E+03,-4.553E+01, 8.568E-02, 0.000E+00, 0.000E+00,-1.906E+01,-2.505E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.691E-01
 1.980E+02, 3.356E+03,-1.199E+03,-2.102E+03,-4.370E+01, 8.473E-02, 0.000E+00, 0.000E+00,-6.680E+00, 1.159E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.637E-01
 2.000E+02, 3.426E+03,-1.235E+03,-2.136E+03,-4.543E+01, 9.479E-02, 0.000E+00, 0.000E+00,-8.895E+00, 9.322E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.597E-01
 2.020E+02, 3.280E+03,-1.186E+03,-2.038E+03,-4.332E+01, 1.320E-01, 0.000E+00, 0.000E+00,-5.518E+00, 1.230E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.547E-01
 2.040E+02, 3.261E+03,-1.171E+03,-2.006E+03,-4.305E+01, 1.470E-01, 0.000E+00, 0.000E+00, 2.309E+01, 4.051E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.480E-01
 2.060E+02, 3.225E+03,-1.176E+03,-2.007E+03,-4.598E+01, 1.863E-01, 0.000E+00, 0.000E+00,-2.140E+01,-3.948E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.438E-01
 2.080E+02, 3.105E+03,-1.141E+03,-1.894E+03,-4.215E+01, 2.050E-01, 0.000E+00, 0.000E+00, 1.264E+01, 2.948E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.367E-01
 2.100E+02, 3.011E+03,-1.105E+03,-1.869E+03,-4.181E+01, 2.261E-01, 0.000E+00, 0.000E+00,-1.863E+01,-4.508E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.297E-01
 2.120E+02, 2.909E+03,-1.083E+03,-1.763E+03,-4.618E+01, 2.388E-01, 0.000E+00, 0.000E+00,-5.933E-01, 1.758E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.217E-01
 2.140E+02, 2.733E+03,-1.009E+03,-1.705E+03,-4.202E+01, 2.582E-01, 0.000E+00, 0.000E+00,-3.699E+01,-2.336E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.093E-01
 2.160E+02, 2.599E+03,-9.574E+02,-1.559E+03,-4.131E+01, 2.882E-01, 0.000E+00, 0.000E+00, 3.008E+01, 4.194E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.890E-02
 2.180E+02, 2.404E+03,-8.973E+02,-1.459E+03,-4.499E+01, 3.111E-01, 0.000E+00, 0.000E+00,-9.085E+00, 3.548E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.027E-02
 2.200E+02, 2.190E+03,-8.370E+02,-1.321E+03,-4.460E+01, 3.675E-01, 0.000E+00, 0.000E+00,-2.297E+01,-1.192E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.433E-02
 2.220E+02, 2.076E+03,-7.873E+02,-1.234E+03,-4.435E+01, 3.557E-01, 0.000E+00, 0.000E+00,-2.277E+00, 1.047E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.711E-02
 2.240E+02, 1.942E+03,-7.417E+02,-1.160E+03,-4.208E+01, 3.919E-01, 0.000E+00, 0.000E+00,-1.089E+01,-1.400E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.974E-02
 2.260E+02, 1.785E+03,-6.856E+02,-1.043E+03,-4.207E+01, 4.108E-01, 0.000E+00, 0.000E+00, 7.711E+00, 1.476E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.530E-02
